"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
100050,66708.8,80202.3,2260.44,0.218207
147636,96076.6,86715.2,4444.44,0.22221
177577,181220,111568,4480.84,0.22221
100202,58612.9,75267.1,2369.64,0.241228
83896.4,54167.5,77960.2,2328.69,0.244231
104282,94434.1,90419.2,2396.94,0.254241
81205.5,59804.8,77405.9,2277.73,0.271257
114568,130826,99684.1,2379.65,0.280265
74728.9,81605.6,90618.2,2171.26,0.280265
175785,166066,102699,4085.9,0.293278
108183,107875,94183.6,3173.17,0.294279
101423,111406,91691.3,4479.02,0.295279
119780,110858,89172,4490.85,0.29628
118454,86447,79458.5,2255.89,0.29628
115278,50496.4,75371.4,1955.59,0.3173
74208.5,62811.9,82082.6,2265.9,0.320303
57649.2,80352.3,83870.4,1797.25,0.326309
88362.3,143154,105428,2148.51,0.333315
119068,105621,91915.4,2214.94,0.377357
123021,89064.8,84702.8,3722.81,0.390369
107586,60418.2,72982,2467.92,0.40138
147643,101415,86969,4318.86,0.417395
119749,96634.4,86510.9,4327.96,0.418396
112119,91415.4,81268,2233.14,0.425403
190924,134798,93996.9,4130.49,0.427405
96652.3,93519.4,88132.2,2264.08,0.427405
101198,80228.6,77115.1,2264.99,0.436413
102110,70084.4,78327.5,2222.22,0.442419
91508.3,59255.4,77095.1,2349.62,0.460436
119859,113053,96615.7,4357.99,0.463439
118631,66451.5,78378.8,2173.08,0.477452
133953,100469,84790.7,2841.02,0.482457
89415.3,93853.1,89752.7,3330.6,0.493467
114228,80934.1,80042.5,2106.65,0.494468
116615,106408,88172.8,4376.19,0.502476
82894.6,92810.6,99138.4,2750.02,0.510483
100896,91611.3,81536.2,4106.83,0.511484
65872.4,44164.3,74470,2139.41,0.518491
107254,100450,93645.4,2337.79,0.525497
126654,90455.1,82608.4,2999.36,0.530502
86814.5,88799.2,86510.3,2242.24,0.532504
86632.8,95352.1,89263.7,2395.12,0.534506
104497,91291.7,84715.9,4249.7,0.53851
129308,108740,88134.5,3600.87,0.545516
57676.8,69246.1,87097.2,2131.22,0.547518
130163,138647,92757.5,2395.12,0.547518
78320.8,77957.8,92219.3,2163.98,0.550521
99830.3,89568.6,86452.8,2356.9,0.553524
114448,90468.3,89370.6,4369.82,0.556527
97823.8,97417.1,83754.1,2805.53,0.558529
97338.9,80181.3,83366.6,2191.28,0.558529
95886.2,116348,94497,3579.03,0.55953
72475.4,60294.5,77263,2104.83,0.561531
110344,121917,96443.5,4280.64,0.562532
157868,115417,82019.4,2328.69,0.565535
112074,90024.3,80135.7,2655.38,0.566536
107219,80439.4,85219.5,2170.35,0.590559
93389.8,64783.2,78264.8,2301.39,0.59156
87083.6,62434.3,75249.5,1874.6,0.621588
70300.6,52505.8,78212.1,2358.72,0.643609
78585.6,83533.7,80623,2345.07,0.667632
125009,70325.1,75091.6,2528.89,0.736697
115084,97005.4,87947.2,4474.47,0.797755
102643,97444.5,87872.3,2321.41,0.801759
119276,131421,96916.5,4280.64,0.801759
87393.9,82597.4,82824.9,2226.77,0.80276
125524,66912.1,77861.4,2256.8,0.806764
99573.2,81670.3,83486.9,2249.52,0.807764
66975,90669.2,92707.6,2143.05,0.811768
104663,82782.5,84988.4,4318.86,0.815772
120351,79924,77287.1,2213.12,0.817774
