"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
157731,126689,90849.8,3276.91,0.286182
156017,172244,102696,4409.86,0.321328
155097,93468,87491.1,3749.2,0.464921
183979,130823,90379.8,4939.48,0.51312
175376,121615,87340.3,2496.13,0.574373
78612.6,98249.6,94277.7,2314.13,0.647676
81183.5,106208,94387.6,2361.45,0.64868
121913,138149,94310.4,2517.97,0.657717
140889,142343,100007,4476.29,0.694871
220471,185537,104551,4610.97,0.873609
140590,85075.8,80524.7,2554.37,0.874613
130666,152365,94442.2,2564.38,0.920804
131821,112252,91761.6,2358.72,0.945908
124356,109571,88347.9,2424.24,1.03126
107325,99246.4,87730,2346.89,1.03628
120750,116283,88316.3,2589.86,1.04331
83041.6,78480.6,86958,2394.21,1.05636
153542,111243,88787.6,3814.72,1.06038
85718.3,112658,97708.2,2242.24,1.06339
199120,128242,89122.3,4487.21,1.07042
108462,104593,88335.1,2457,1.07343
119959,112970,89825.3,2602.6,1.08749
132215,135501,96487,2416.96,1.09051
123739,84111.4,81671.3,2372.37,1.12063
103970,89980.3,87554.2,2357.81,1.15075
122023,106902,88428.1,2305.03,1.15879
141433,149843,99560.3,4493.58,1.18992
182758,172942,96237.1,4462.64,1.22406
131318,116168,87671.5,2410.59,1.22908
134229,74332.3,80986.9,2315.04,1.23109
140963,91582.2,80531.5,2545.27,1.24213
202786,137770,88846.1,2621.71,1.25418
130892,137273,91035.6,2306.85,1.27728
118717,105109,86880.5,2300.48,1.2823
75216,70767.5,83989.5,2386.02,1.2833
137801,104037,91208.2,3237.78,1.30539
114802,132843,105900,3569.93,1.33753
160830,155201,93033.4,2406.04,1.39677
131856,110524,88308.5,2402.4,1.4028
106475,98380.7,83977.8,2535.26,1.4048
106470,89590.2,87483.7,2253.16,1.47409
124386,77975.2,82879.4,2324.14,1.47509
170832,138491,85306.3,2556.19,1.48413
148976,101277,82439.2,2493.4,1.49116
130132,126842,93349.1,2616.25,1.49618
130707,72550.3,80952.4,2227.68,1.49919
150385,110521,86385.9,3094,1.50723
132558,106270,91141.7,2751.84,1.51827
110000,106832,92767.2,2872.87,1.5253
169199,159289,98893.9,4631.9,1.52631
102655,107112,88813.7,2318.68,1.53233
130142,136175,95041,3734.64,1.53635
96210,108151,90304.9,2278.64,1.55141
145962,150633,96563.8,2837.38,1.56748
144390,154119,90752.6,2490.67,1.57049
163661,126351,92778,3064.88,1.58856
124119,118069,92660.3,2375.1,1.59258
229921,133926,92206,4261.53,1.63375
102362,97388.9,90230.8,2426.97,1.66488
216107,163679,99456.6,4680.13,1.66588
152554,120284,86003.1,2366,1.69199
100266,88591.7,90727.8,2334.15,1.69701
104499,163015,112535,3061.24,1.70203
104783,113868,93585.8,2376.92,1.70304
157875,110383,84964.3,3184.09,1.70705
179207,150665,95392.5,4159.61,1.71709
139173,102141,86289.2,2280.46,1.72412
186788,110769,86845,4447.17,1.73718
193014,175689,95515.6,4735.64,1.74822
136149,78394.3,80098.1,2424.24,1.76529
109836,93895.4,87709.6,2881.06,1.78437
190602,162459,96580.4,4650.1,1.79441
110335,83586,82974.5,2498.86,1.83358
135378,122291,92360.9,2428.79,1.84462
138545,70384.8,77935,2386.93,1.86772
92449.1,121069,77416,2195.83,1.88479
130770,145785,101057,2608.97,1.92094
93295.4,79670,79799.1,2379.65,1.94905
177919,103818,86196.3,4552.73,1.97114
168815,129218,93539.5,4560.01,1.9842
126592,85792.9,80681.4,2407.86,2.03742
116905,96680.1,83164.1,2423.33,2.06252
124442,96248.5,86861.9,2357.81,2.07156
153175,152566,99369.9,4626.44,2.0816
102589,98145.8,87978.2,2484.3,2.08361
