"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
162233,150525,95867.7,4147.8,0.0855098
124605,85598.5,86296.4,1790.25,0.0975818
93473.3,140454,109184,3002.97,0.153918
142536,99090.6,83425.4,2073.9,0.170014
196525,227820,106618,2949.03,0.260553
114457,132938,105005,3411.24,0.281679
140526,135611,100780,3694.89,0.319907
142091,89383.6,83222.2,2188.29,0.381273
135230,88601.5,81944.5,1927.89,0.404411
105713,97147.7,92419.3,1913.94,0.405417
155606,188682,102410,2855.1,0.408435
91648.1,72273.6,91871.4,1938.12,0.408435
220987,231299,104039,4015.74,0.419501
198140,144199,99815.7,4304.04,0.421513
150093,140484,105112,4167.33,0.457729
124654,71057.3,77467.6,1909.29,0.458735
150531,191308,89944.1,4203.6,0.463765
92131.9,111238,94575.7,1962.3,0.538209
154827,171017,103401,4030.62,0.540221
167694,146823,86710.5,4103.16,0.540221
106965,118222,106972,3967.38,0.543239
165103,165281,102605,2043.21,0.553299
195135,154480,92145.4,3720,0.556317
115667,92730.1,81808.7,2134.35,0.623719
218292,178459,95664.6,3824.16,0.641827
161168,104521,83973.7,2052.51,0.661947
169566,118244,84622.9,2560.29,0.68609
161419,117421,84305.4,3354.51,0.702186
130799,123535,89837,2446.83,0.710234
149532,167915,105936,4017.6,0.712246
138469,113247,91033.3,3795.33,0.713252
148795,100892,84865.4,2296.17,0.713252
59204.9,89670.8,85579.6,2063.67,0.792726
125065,120482,93093.5,3358.23,0.81184
144893,139484,99912.6,4321.71,0.812846
150732,85556.5,81956.2,1944.63,0.81687
205852,125268,86821.9,4092,0.854092
175952,126276,91697.9,2232.93,0.938596
151466,124611,86314.6,2172.48,0.989902
108737,83156.6,83957.3,2079.48,0.995938
137868,112162,82417.4,2019.03,1.02712
79534.1,65306.6,86275.1,2276.64,1.04322
172765,171892,86052.9,3441,1.07239
182983,144698,97673.8,4014.81,1.09855
68622.5,78979.3,94362.8,2418.93,1.10157
151995,158151,98521.7,4030.62,1.16897
133812,110891,95552.6,3465.18,1.17702
129622,120993,89933.9,2131.56,1.18808
223551,180792,95036.6,4043.64,1.31182
142842,138113,97737.4,4063.17,1.33194
122736,117580,88619.3,2151.09,1.40135
133314,132077,107306,2832.78,1.4084
160127,120011,93634.6,3704.19,1.4084
174584,176253,104882,4207.32,1.41141
70764.5,138310,106629,2159.46,1.41343
115462,104540,89197.9,2542.62,1.44159
179151,160772,96443.4,4131.99,1.47177
67701.6,80697.1,82091.3,1994.85,1.47379
138264,111509,88028.5,2707.23,1.51201
167162,119998,86218.9,2298.96,1.51403
115410,93060.2,86686,2290.59,1.52207
98290.8,98432.9,88857.8,2060.88,1.61261
156157,124058,90304.1,3287.55,1.64078
117270,93295.4,87847.8,2738.85,1.66996
133780,105465,83925.6,2145.51,1.678
181572,80734.9,75910.6,2223.63,1.68907
115524,72718.8,82056.9,2986.23,1.69209
117120,118982,99262.8,3932.04,1.69913
122098,125327,106067,3649.32,1.70014
116114,65262.1,78317.9,1874.88,1.73132
110424,82291.4,88528.2,2054.37,1.80275
87980.4,99367.8,100323,2077.62,1.80878
132360,109864,94993.4,3191.76,1.85908
150239,137424,90682.5,2186.43,1.89429
140968,96939.4,84589.6,2195.73,1.93252
155956,120842,86618.8,3279.18,1.97075
167657,125808,86356,3999.93,1.98785
100758,76235,83352.3,2150.16,1.98886
137121,121305,94970.2,3184.32,1.99288
139288,118086,90296.4,4019.46,1.99791
80812.1,160051,100520,4371,1.99892
149948,110223,87657.4,3802.77,2.00395
120595,135301,95575.4,3326.61,2.00395
211933,165463,100684,4631.4,2.00797
158435,119488,92066.3,4067.82,2.00797
121700,130045,95991.5,4055.73,2.17698
102658,85549,87567.9,2189.22,2.17698
87188.4,115346,97377.7,3868.8,2.18704
179829,145549,94345.6,3700.47,2.27858
83031.1,80412.4,96029.5,2281.29,2.29166
107176,136046,105238,4052.94,2.29166
126751,123514,100414,3680.94,2.29267
126316,185244,97127.2,3809.28,2.30373
126261,85286.9,83593,2300.82,2.3319
152960,146280,103531,2839.29,2.35001
112100,125831,105228,3109.92,2.35202
122091,111477,87347.8,2105.52,2.40132
111203,94821.7,89659.9,3987.84,2.40232
75631.7,83449,84646.3,1960.44,2.49789
153626,118674,91660,4045.5,2.52405
