"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
121561,105021,89918.6,2424.24,0.222962
135262,97282.6,84313.3,2278.64,0.315361
95605.8,91598.8,82229.8,2341.43,0.319379
94581.9,102954,90778.4,2810.99,0.331431
148744,121620,84216.3,2303.21,0.337457
100271,74693.4,81015.3,2260.44,0.34047
116884,100726,83785.4,2338.7,0.34047
117095,99819.1,83064.5,2231.32,0.365578
182158,133315,95511.4,3958.5,0.365578
147252,130021,93291.6,3799.25,0.388678
154644,142152,95154.5,4405.31,0.389682
92318.5,92638,89052,2345.98,0.420817
108915,69990.6,76891.8,2282.28,0.426843
128862,96543.9,83392.9,2320.5,0.428851
203387,172027,105839,4318.86,0.451951
82289,86322.5,94907.2,2093.91,0.452955
103698,62829.3,79659.2,2222.22,0.45396
132682,114909,88274.9,4310.67,0.464003
155244,138500,99270.1,2953.86,0.476055
96308.7,148014,113112,2848.3,0.479068
131146,107205,85676.4,3104.01,0.480072
117017,106684,84789.4,2292.29,0.48409
155530,155160,94487.7,4384.38,0.489111
151126,122024,86529.5,2991.17,0.494133
154333,104019,87731.3,4101.37,0.496142
132972,157560,102612,4545.45,0.497146
111316,78315.5,83223.6,2148.51,0.503172
111587,72845.8,81391.5,2129.4,0.506185
76953.4,72401.7,78105.7,2155.79,0.507189
155690,136335,102767,4149.6,0.508194
94890.8,107240,92726.2,2334.15,0.509198
140021,121797,93461.4,3812.9,0.511207
186959,191922,103828,3953.95,0.518237
115992,95101.4,84849.9,2279.55,0.526272
130309,121447,88577.9,2184.91,0.527276
102677,97958.3,93662.2,3740.1,0.536315
199675,132545,87894.1,4158.7,0.54435
111438,127123,94963.2,4467.19,0.55138
115303,95338.8,89350.8,3671.85,0.553389
138534,86157.3,80659.5,2305.94,0.554393
210054,175479,95707.6,4602.78,0.555398
107592,124141,97493.5,3795.61,0.562428
163526,131209,88199.3,2205.84,0.565441
96527.3,87159.1,85113.6,2194.92,0.569458
129563,203750,118577,4428.97,0.572471
126510,93843.9,82410.9,2205.84,0.576489
116740,146808,86733,4132.31,0.583519
104422,134708,91854.6,2155.79,0.590549
127953,105147,86493.1,2410.59,0.595571
121666,94258.9,84751.3,2416.05,0.608627
