"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
124237,145868,95748.5,2662.66,0.275698
120944,77146,80298.6,2442.44,0.2767
150172,132749,90195.5,2568.02,0.284721
175336,164524,93235.9,3124.03,0.296751
141650,126986,87388.1,2551.64,0.301764
181712,154717,89815.4,2543.45,0.312792
155462,106722,86032,2541.63,0.328832
233726,238546,101973,3043.04,0.33986
160731,121600,86248.4,2511.6,0.363921
189564,143280,90866.2,2572.57,0.363921
177595,137387,89919.9,2704.52,0.385977
150673,110180,86477.2,2460.64,0.387982
149030,132325,90709.2,2940.21,0.406028
201846,131375,87142.7,2533.44,0.41104
200345,165776,98716.9,2573.48,0.419061
193790,173373,97388.9,2471.56,0.495254
146553,124165,89594.7,2521.61,0.511294
158649,140631,93257.9,2483.39,0.519314
169371,115568,81825,2586.22,0.571446
221789,167211,93843.1,2598.96,0.574454
199468,176353,94722.3,2977.52,0.576459
136113,134142,92400.2,2504.32,0.61255
165254,137404,89141.6,2531.62,0.615558
187787,181676,91684.5,2684.5,0.623578
157662,128360,87795.9,2591.68,0.627589
166875,127447,89619.2,2469.74,0.634606
114843,98821.5,85136.9,2375.1,0.635609
212921,191880,95428.3,3846.57,0.636611
226190,200106,106891,4198.74,0.650647
137475,137596,90204.5,2679.95,0.651649
136032,110798,83097.5,2302.3,0.652652
124290,135933,95585,2387.84,0.653655
93012.8,131518,101033,2525.25,0.658667
155499,105043,85580.6,2392.39,0.658667
166252,126724,87636.1,2664.48,0.660672
147773,107004,86151.9,2531.62,0.684733
127032,92512.6,82507.6,2380.56,0.686738
169913,168350,92405,2869.23,0.693756
160828,120586,86778.1,2594.41,0.700774
150739,118093,87562.2,2593.5,0.704784
133971,118098,85701.3,2275,0.709797
197178,188776,94580,2518.88,0.718819
156418,103072,83489.9,2553.46,0.72684
156355,116149,87789.9,2396.94,0.728845
161331,147427,92285,2672.67,0.733858
252865,214440,106239,3229.59,0.739873
217840,201914,93493.8,2937.48,0.739873
175046,176958,103429,2508.87,0.740875
155346,115643,86441.8,2576.21,0.753908
95748.5,91429.5,81589.4,2159.43,0.754911
127822,138950,87777.8,2457.91,0.754911
216242,135582,85686.4,3115.84,0.756916
158597,120435,86149.7,2608.06,0.772956
126269,115332,89833.2,2254.98,0.776967
144441,160017,96775.1,2880.15,0.778972
158246,125695,86569.9,2457,0.779974
165248,170143,101092,2718.17,0.780977
136527,78022.5,81730.1,2195.83,0.783984
157536,136836,91673.7,2649.01,0.783984
165647,152160,90751.4,2561.65,0.786992
168411,136268,88643.1,2789.15,0.787995
160682,110154,84197.2,2406.04,0.79401
139521,157929,103866,2512.51,0.79802
148514,168725,96959.5,2847.39,0.803033
218682,163444,88681.6,2807.35,0.807043
236583,166083,88777.7,2881.06,0.812055
240269,176786,98846.8,4185.09,0.813058
164080,126527,86248.1,2604.42,0.814061
149521,112731,86588.6,2422.42,0.822081
186924,133774,83713.6,2323.23,0.831104
174005,117783,85185.7,2379.65,0.831104
204294,192052,98517.7,3062.15,0.835114
181029,165109,100222,3368.82,0.839124
154429,119393,86860.2,2291.38,0.840127
147051,118628,86291,2373.28,0.848147
151341,146512,92188.3,2649.92,0.868198
187980,154748,95791.5,2569.84,0.87722
160950,156860,92939.8,2780.05,0.879225
221564,201644,102158,3047.59,0.884238
177810,132690,89761.8,3644.55,0.887246
156138,124479,85489,2381.47,0.889251
154455,132827,90379.7,2474.29,0.890253
130920,115044,95523.9,2504.32,0.896269
209242,166235,90941.8,2803.71,0.901281
181658,141173,91206.7,2750.93,0.903286
124131,122769,91364.8,2650.83,0.910304
171329,147775,87959.2,2444.26,0.911307
179685,135704,89871.5,2724.54,0.914314
159925,121462,93352.3,2548,0.917322
176468,208131,100463,2962.05,0.923337
147024,120760,83950.8,2580.76,0.92835
159983,155160,98998,2431.52,0.93236
115658,117366,92955.6,2339.61,0.935368
126500,109045,87398.9,2546.18,0.942385
180129,139420,90200.4,2608.97,0.951408
137729,112155,85756.2,2447.9,0.953413
244265,203871,104423,3016.65,0.954416
129145,137234,89395.8,2646.28,0.956421
155841,128367,89209.8,2546.18,0.959428
143397,152293,95346.7,2564.38,0.976472
175474,151918,89842.8,2476.11,0.992512
178363,144776,90328.8,2681.77,0.994517
170707,115188,86227.7,2545.27,0.996522
209035,162102,88978.8,2907.45,0.997525
187769,147637,88424.1,2591.68,0.997525
142826,136757,90524.6,2469.74,1.01457
177530,167206,93672.6,2655.38,1.01557
182449,122340,87867.1,2273.18,1.02459
89048.2,64858.7,80547.6,2057.51,1.03462
219066,189778,97643.8,2946.58,1.04665
174120,150755,92264.9,2793.7,1.05868
