"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
149522,125957,90272.5,3545.36,0.223332
240728,165186,91367,4479.93,0.239356
153082,128619,95258,3572.66,0.387576
150437,178316,108802,3684.59,0.471701
104648,61319.6,77223.6,2191.28,0.474706
150226,162080,106036,4023.11,0.480715
222256,188463,100958,4497.22,0.49774
203252,162510,89568.6,2730.91,0.49774
157851,142968,87069.7,3391.57,0.538801
76476.2,77307,86476.4,3781.96,0.546813
121352,138656,101067,3137.68,0.547815
218463,231121,112996,3792.88,0.57185
156302,96752.3,81317.8,3065.79,0.579862
132299,139407,91649.4,2299.57,0.603898
137905,157361,103331,3298.75,0.613913
119013,112935,90752.2,2512.51,0.629937
146351,157979,95840.8,2753.66,0.635946
114514,86622.1,83923.9,2345.98,0.704047
151396,136494,91335.7,2364.18,0.739099
142053,127085,89196.9,3297.84,0.746109
152341,145853,94803.4,4216.94,0.749114
114666,91789.7,86016,2262.26,0.763135
133141,148166,98712.9,4244.24,0.816214
125422,112210,85550.2,2792.79,0.850264
131797,103154,89932.3,2824.64,0.86729
209534,192195,102957,4365.27,0.88131
192611,160578,96672,3764.67,0.891325
125891,136861,95006.1,3250.52,0.908351
149277,172379,96266.8,2168.53,0.908351
130448,87172.4,87308.3,4249.7,0.920368
145960,129485,94140.6,2415.14,0.92137
165999,162092,96509.8,2142.14,0.931385
222422,183532,94937.1,4017.65,0.940398
172125,120567,86352.5,2313.22,0.962431
112769,139766,101057,3128.58,0.972446
139886,153901,100485,4090.45,0.996482
215080,223050,109840,3681.86,0.996482
67463.5,76177.4,89356.8,2180.36,1.01451
202944,174441,109330,4197.83,1.01651
183463,117806,83731.4,3163.16,1.01851
137966,105081,89177.1,2361.45,1.01952
123129,114322,91656.5,4061.33,1.05256
146127,142617,96199.6,4002.18,1.05357
151983,133789,92354.2,2825.55,1.05357
207597,223861,116297,4140.5,1.05958
106094,92185.6,89750.7,2237.69,1.06058
114115,129027,92862.8,2669.94,1.06158
130967,100896,86117.4,3286.92,1.06358
88895.5,82796.6,83906.7,2283.19,1.0766
219087,180486,107708,4604.6,1.0776
178876,139660,90090.6,4287.01,1.09363
161477,136832,93066.6,4260.62,1.10865
75563.2,102768,94335.8,2483.39,1.12067
134170,118245,88302.2,3342.43,1.12467
163394,152402,97963.1,4248.79,1.13869
146834,171139,99342.7,4341.61,1.13869
159364,150837,96031,4431.7,1.1437
169430,136977,87641,2679.04,1.16373
