"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
138293,108173,85267.6,4491.76,0.204932
109747,55975.2,78389.4,2382.38,0.230924
64952.9,89031.6,94183.7,1773.59,0.245919
123974,87387.4,81918.7,2416.96,0.39487
98846.2,137833,98619.3,2441.53,0.428859
83863.8,65306.1,77982.2,2414.23,0.497836
117701,93053,82225.3,2365.09,0.542821
149496,125044,92743,3844.75,0.556816
142508,119228,87816.3,4674.67,0.657783
71443,80511.7,91652.1,2329.6,0.675777
181472,162807,86616.8,4711.98,0.713765
103732,77776,84712.1,2337.79,0.768747
122329,124334,98354.2,3538.99,1.01467
110135,99193.3,86371.3,2335.06,1.01666
103800,67831.8,78403.9,2228.59,1.02566
138671,169144,94044.5,4167.8,1.04066
111584,121314,98187.8,4516.33,1.07065
59087.6,76926.1,93063.3,2339.61,1.08364
94231.2,102858,91705.2,2253.16,1.12463
160253,159896,93647.4,4304.3,1.12563
97632.8,105867,84589.6,2112.11,1.16562
148559,136160,91700.5,4185.09,1.16762
109408,97000.4,91474.5,3223.22,1.18861
98688.6,73699.9,82278.5,2275.91,1.2156
178696,153409,96133.2,4538.17,1.2286
105121,132221,101004,3029.39,1.26258
120929,117593,99384.3,4115.02,1.28658
205997,122990,88256.5,3982.16,1.28957
85077.2,47727.5,78744,2272.27,1.30657
130171,99636.5,85821,2946.58,1.33056
118194,107066,88974,2434.25,1.33656
60406.8,64045.3,82043.7,2301.39,1.35555
95696.6,63112.4,78566.5,2263.17,1.35955
125720,111556,95901.4,4191.46,1.36755
132867,91377.2,88504.7,4034.94,1.36855
130122,118745,91010.8,2590.77,1.37055
82744.1,67732.1,79422,2280.46,1.37655
102839,109773,95679,3144.96,1.38454
115163,97168.1,94827,2307.76,1.41054
87309.4,103080,90712.7,2339.61,1.41753
98193.7,101214,89146.6,2424.24,1.45352
89303.8,59353.3,83545.1,2159.43,1.45952
84856.4,93298.6,85985.4,2411.5,1.46752
121575,90529.8,83502.8,2300.48,1.47551
101246,78255.7,85843.8,2317.77,1.48751
99304.1,93548.5,87175.5,2471.56,1.48751
192232,130642,88835.2,4312.49,1.48851
107295,95307.2,84176.4,2407.86,1.49951
93826.5,87843.9,90259.6,2254.98,1.53349
129797,102496,93650.4,3573.57,1.56448
133760,143051,94125.1,2209.48,1.59148
109943,76321.8,84537.4,2337.79,1.59847
82805.2,80910.9,84740.9,2479.75,1.60347
154262,122135,87487.8,4681.95,1.60747
110984,94605.1,90154.8,3406.13,1.63646
134623,101344,84934,2890.16,1.64246
103531,105256,88528.9,2303.21,1.64846
166547,169462,107139,3378.83,1.65146
187793,163629,94789.8,2316.86,1.65545
122929,89385.2,82252.6,2379.65,1.65845
132541,115400,91869.1,4630.08,1.66245
60845.6,69393,87690.9,2271.36,1.69644
95992.7,68214.4,82187.3,2282.28,1.70744
109980,92652.1,89957.6,2725.45,1.74043
101346,73176.1,91607.8,4337.06,1.74343
147456,145109,98377.5,3488.94,1.74542
95568.1,70107.6,82715,2217.67,1.77641
100188,81499.4,87425,2267.72,1.80241
104077,65858,80592.9,2377.83,1.8074
118372,112363,93130.3,3904.81,1.8154
169844,86423.8,79262.6,2123.03,1.84539
125293,117703,90325.4,2255.89,1.88038
114546,113221,94713.7,4051.32,1.88638
129414,94416.6,82166.2,2475.2,1.89438
87931.4,114172,96758,2420.6,1.89637
103050,108586,93587,2282.28,1.93936
138144,65297.8,75817.3,2419.69,1.97535
107246,110454,86310.7,2147.6,1.98335
196147,130229,89968.3,4494.49,2.01434
134462,137047,95463.8,4440.8,2.02033
120997,117475,95877.1,4539.08,2.1083
117842,114305,95800.3,4294.29,2.1233
143126,71261.3,77373.4,2288.65,2.1313
155601,149401,92350,4368.91,2.1313
101764,69551.5,81980.7,2485.21,2.16429
145310,80385.5,79083.5,2477.93,2.16729
101458,63861.9,79522.2,2237.69,2.17028
