"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
96575.6,83104.6,84967.7,2540.72,0.240861
122660,83610.9,80403.9,2207.66,0.349248
113211,64991.5,80954.9,2401.49,0.374338
119362,72180.9,78409.6,2319.59,0.38337
107081,83981.9,87852,2644.46,0.394409
81295,52607.9,76884,2275,0.465664
102589,114485,99918.8,3201.38,0.465664
133856,91822.1,84740.1,2399.67,0.487743
102331,99449.8,97173.7,4124.12,0.511829
165284,141756,92841.6,4323.41,0.537922
141377,102863,91449.7,3869.32,0.541937
80464.3,93167.5,94853.7,2989.35,0.545951
112474,57450.1,74728.6,2183.09,0.549965
144971,104037,83074.6,3323.32,0.58208
86456.7,69130.7,87075.7,2660.84,0.584087
110159,62035.9,78659.3,2409.68,0.603155
109176,79483.3,81775.5,2484.3,0.617206
146122,152345,95776.9,3629.08,0.639284
164362,161113,99133.4,4700.15,0.6995
152758,105012,83794.1,2954.77,0.701507
124908,80915,81529.6,2437.89,0.704517
113845,110596,92991.1,2544.36,0.705521
94880.1,113205,101738,4030.39,0.707528
117983,102770,82232.9,2247.7,0.756704
87670.1,104421,98669.4,3490.76,0.757708
102468,118458,101705,4220.58,0.807887
107243,91513.3,85219.6,2435.16,0.841005
128548,124866,87335.2,2369.64,0.84502
73987,75336.6,91642.9,2355.08,0.864088
84692.3,99510.4,93638,3180.45,0.871113
130478,82785,78088,2335.97,0.909249
90710.3,99622.4,87935.4,2448.81,0.911256
125706,71695.4,73884.8,2111.2,0.924303
95470.9,73905.7,84078,2222.22,0.96545
66817.4,60143.5,81266,2258.62,0.966454
94542.2,75423.8,81450.3,2406.04,0.99355
215132,174532,91359.4,4554.55,0.996561
99308.4,71793.3,78441,2361.45,1.02667
93977,81817.3,88958.5,2336.88,1.05477
116859,74324,80347.4,2282.28,1.05878
146152,112087,86806.1,2222.22,1.07986
102511,85271.7,83894.3,2363.27,1.09893
122435,87271.2,79507.9,2345.98,1.10093
97468.1,89712.2,83925.2,2568.93,1.10696
110960,88605.8,81512.5,2218.58,1.17319
74408,74929.9,91995.1,2290.47,1.17921
139253,83234.9,79747.4,2162.16,1.19728
165872,114741,86350.5,4428.97,1.21635
83907.1,70833.9,83069.4,2397.85,1.22939
152568,109505,87611.7,3945.76,1.22939
89797.3,66864.8,82962,2064.79,1.23441
100395,98355,90047.7,4288.83,1.25649
151300,110879,86089.5,1792.7,1.27455
178436,150460,91674.8,4368.91,1.28258
171749,128628,87879.9,4275.18,1.29262
97959.4,80592.2,83881.6,2307.76,1.33577
135105,78461.6,77062.3,2425.15,1.33878
177431,86643.7,82526,4344.34,1.35183
51311,92555.8,93114.2,2302.3,1.38294
121411,84932.2,82604.2,2339.61,1.40903
121525,125071,96629,2141.23,1.46223
127378,81414.7,77947.6,2467.92,1.46423
96445.7,67493.1,80418,2319.59,1.47326
103360,89891.5,84025.7,2392.39,1.57061
169672,131139,90987.7,4473.56,1.58366
95678.9,70681.1,79811.1,2276.82,1.60975
115333,119822,107262,3767.4,1.62882
136200,108590,90474.4,4296.11,1.63585
91531.1,100596,93375.1,2383.29,1.63986
69359.9,80990.6,88708.7,2207.66,1.68
153139,105809,88454.6,2858.31,1.72215
132847,92149.9,86174.9,2688.14,1.73219
117023,42953.3,72435.5,1850.03,1.7342
90931.1,56182.7,79664,2209.48,1.74423
208241,168393,97421.4,4468.1,1.75025
104305,83075.5,85535.8,2406.04,1.75126
125075,103922,92921.9,4600.05,1.76732
67626.8,71680.5,83393.7,2353.26,1.79441
200577,195921,99899.3,4349.8,1.79843
104132,66788.4,79343.2,2228.59,1.80043
89364.1,106706,94188.4,2319.59,1.83857
59323.3,60357.6,82708.1,2327.78,1.83857
112368,83820.9,78535,2648.1,1.8456
111160,137748,84458.2,2899.26,1.84961
121397,98289.4,88657.5,2505.23,1.85965
80519.7,68869.3,78577.5,2453.36,1.87068
89901.6,98125.1,96686.6,2405.13,1.9038
87344.2,120108,103749,2800.07,2.0142
108330,127482,98282.2,3689.14,2.03226
106001,96460.1,91874.5,3001.18,2.08646
80504.1,81695.2,84284.1,2381.47,2.11355
73439.6,80446.1,87540.3,2382.38,2.11757
64750.6,67023.3,85826.7,2251.34,2.15771
157687,100055,83537.5,3203.2,2.15871
