"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
219345,201078,106760,4340.7,0.204785
194135,140459,89039.2,4276.09,0.209804
131536,133848,91727.3,2325.96,0.22185
73455.2,78236.6,91790.3,4124.12,0.227873
143742,116914,87667.6,2907.45,0.25297
129255,101774,83034.7,3717.35,0.325247
221580,170319,93595.8,4217.85,0.348335
120460,111795,90068.3,3713.71,0.35235
146427,126751,93828.7,4120.48,0.363393
165093,166266,102250,4186.91,0.379454
197125,180529,103339,4249.7,0.385477
262143,206614,98576.6,4391.66,0.425631
164675,161636,100427,2304.12,0.441693
180252,159592,97614.9,4211.48,0.498912
209487,197642,106036,4365.27,0.555128
227334,193654,102849,4532.71,0.599297
153053,158191,93219.6,4516.33,0.63142
214996,193425,98612.1,3884.79,0.672578
184711,149571,93052.9,3907.54,0.697674
178351,200293,106051,4283.37,0.701689
205044,226659,109968,4398.03,0.702693
160953,158983,100657,4367.09,0.711728
215317,217119,101726,2486.12,0.712732
243027,196716,97888.2,4275.18,0.715743
144188,158073,102562,4227.86,0.72277
170743,138532,91519.6,4218.76,0.746862
137901,123956,95997.6,3916.64,0.787016
159287,161667,106103,4019.47,0.799062
216262,178780,94173.9,4375.28,0.800066
204288,152385,87536.4,4030.39,0.819139
222274,191519,110610,4159.61,0.824159
163882,124673,90902.6,3613.61,0.82717
262143,200828,105256,4093.18,0.869332
211527,169481,94049.9,4196.01,0.87937
48850.1,56007.6,78661.7,2969.33,0.880374
175575,119427,86784.8,4238.78,0.911493
168596,159701,98292.4,4379.83,0.929563
184150,162843,104711,4122.3,0.935586
195102,182028,95529.9,2263.17,0.950643
246589,148213,91761.2,3818.36,0.960682
178973,161542,95161.6,4007.64,0.96269
140638,122761,97066.7,4323.41,0.966705
128954,182985,109721,4206.02,0.968713
168613,169873,103588,4214.21,0.972728
206291,171057,92537.1,4348.89,1.00485
183492,181457,102519,4273.36,1.01489
203710,167043,101538,4044.04,1.04199
180608,162984,100269,4315.22,1.04802
225854,181797,98002.6,4198.74,1.04902
133954,157289,113108,4012.19,1.05304
166398,137868,90426.4,3891.16,1.07111
103327,91719.1,86807.6,2053.87,1.07612
147144,118530,97738.6,4284.28,1.08215
129487,120149,88158,2151.24,1.08717
189253,182611,105298,4165.07,1.09921
95305.4,71526.1,78730.5,2142.14,1.10423
116231,90703.2,85198.9,3011.19,1.14037
181575,180142,103033,4329.78,1.15944
125391,131684,106237,3858.4,1.17249
107718,123807,100825,2780.05,1.1745
200532,185666,94967.5,2961.14,1.17551
177479,167569,106521,2598.05,1.17551
240066,180169,95807.1,4271.54,1.18956
205419,195895,99650.5,4408.04,1.19056
174316,148320,94256.6,2417.87,1.19056
228373,198571,101736,4473.56,1.19157
240011,186256,104689,4416.23,1.19659
188698,146199,90138.5,4283.37,1.19659
167625,136893,93457,3720.99,1.21767
242129,173757,93076.5,4289.74,1.2257
164493,182427,111968,4120.48,1.23875
140559,154803,103693,3957.59,1.24377
155043,147987,98586.5,3400.67,1.24477
203100,154788,94451.2,3945.76,1.24979
217964,192512,97347,2377.83,1.26485
173703,129114,86301.6,4068.61,1.26585
202038,154861,107077,4033.12,1.26585
239017,166809,92108.7,3897.53,1.26786
177030,156155,98263.9,4357.99,1.27087
228283,217837,114236,4562.74,1.31604
173961,166316,96092.7,4290.65,1.31805
189752,182597,105732,4399.85,1.32006
143089,183184,111789,3765.58,1.32608
207930,155929,90768.1,3977.61,1.34214
247772,154209,91837.4,4000.36,1.34315
151836,141737,95283,4026.75,1.34415
206570,149651,93655.5,4276.09,1.34917
182159,169552,108179,3909.36,1.35821
213048,192807,103667,4230.59,1.37226
149623,129803,92173.3,2280.46,1.37527
147498,125608,90524.5,4134.13,1.38531
195420,143300,99254.2,4422.6,1.38932
114324,164070,103956,3969.42,1.39736
180332,157659,100231,4238.78,1.39936
179128,152964,94841.5,3939.39,1.40137
194066,184645,116005,4284.28,1.40539
137126,79111.4,77314.7,2856.49,1.42044
178911,147243,95383.9,4312.49,1.43249
180645,176934,104561,4251.52,1.44253
173994,156340,95586.6,2677.22,1.45257
112654,87436.4,84711.6,2055.69,1.45357
215290,154239,94189.2,4358.9,1.45859
172367,121744,90098.1,4157.79,1.46562
167532,140003,95397.3,4251.52,1.47164
179011,105043,82847.2,4075.89,1.47867
168494,151419,97815.9,4196.01,1.4867
139901,129945,109131,4090.45,1.5138
145720,162376,113324,4312.49,1.54091
231549,168038,91214.3,4226.04,1.54091
199580,196875,103689,4382.56,1.55094
165173,144256,108868,4184.18,1.55697
243681,179632,100658,4278.82,1.56098
208438,178853,102089,4153.24,1.56299
213951,147575,93893.1,4266.08,1.56701
163818,140132,94754.5,4386.2,1.56801
180790,147049,94593.9,4059.51,1.57303
177354,174626,99961.6,4407.13,1.60114
157277,165241,112079,4152.33,1.61519
196117,174717,100962,3968.51,1.62824
259242,196769,108283,4409.86,1.64129
262143,190785,99231.1,4192.37,1.64229
153573,189281,110181,4231.5,1.65334
227712,165443,96461.6,4312.49,1.66137
167644,203678,111718,4234.23,1.71256
203194,186031,101522,4412.59,1.72863
163762,173484,109975,4330.69,1.74067
145637,100517,94457.9,2875.6,1.74168
168129,211750,110647,2423.33,1.74368
256593,217151,97658.1,4367.09,1.75673
93310.3,80587.2,76237.6,3187.73,1.76075
164150,128715,92618.9,4071.34,1.76276
185058,235197,115899,4450.81,1.76978
201516,164596,95323.5,4255.16,1.78685
195617,132305,90851.3,2851.94,1.78785
242983,223588,103352,4381.65,1.79287
143244,173269,106289,4186,1.79588
178175,142323,101878,4303.39,1.82499
233886,164045,92185.2,4138.68,1.826
229659,228387,105779,4389.84,1.827
191633,135629,90568,4088.63,1.82801
224008,182768,99026.2,4324.32,1.84608
115436,109465,89730.1,2519.79,1.87117
199852,171110,97007.6,4214.21,1.87218
220038,198709,99386.6,4160.52,1.87218
176341,130889,89665.8,4148.69,1.90229
181920,134144,95050.8,4371.64,1.90831
156542,147705,96064.2,4396.21,1.91233
178159,120324,85608.5,2276.82,1.91534
192394,152815,98795.6,4334.33,1.92237
137514,116364,96715.3,3994.9,1.93843
160772,145487,94174.5,4002.18,1.95349
