"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
146621,108786,85766.5,3769.22,0.206233
157282,127910,87092.5,2184,0.208255
181826,163364,98675.7,4111.38,0.210277
181827,155648,96146.5,4234.23,0.275988
109569,68984.6,78437.4,2225.86,0.283065
229097,228048,102510,4522.7,0.285087
126074,106001,85808.4,2669.94,0.285087
201291,163659,90637.4,4176.9,0.286098
101782,78254.1,80375.8,2184,0.286098
115151,91923.3,83456.2,2065.7,0.28812
152676,100726,87948,2182.18,0.290142
129542,126296,91197.9,4214.21,0.319459
153741,120497,89150.8,4473.56,0.321481
133547,104905,85053.9,2181.27,0.325525
157510,107209,85368.4,2093.91,0.325525
76599.8,88516.2,90997.5,2099.37,0.33159
138481,103105,91545.9,3763.76,0.338667
128683,117864,89206,2081.17,0.340689
194431,152119,98633.4,3973.06,0.342711
131763,86042.8,80258.8,2351.44,0.346755
89195.2,76973.4,81186.6,2148.51,0.346755
108418,91134.8,84536.8,2180.36,0.347766
118493,126625,93606.3,2337.79,0.347766
162887,141166,91077.1,4136.86,0.348776
115017,113437,89498.6,2716.35,0.349787
161592,123789,89323.4,3276.91,0.350798
205708,164123,92320.1,4175.08,0.350798
128532,100916,87636.4,2643.55,0.353831
163495,124532,91878.2,3801.98,0.354842
131946,112057,85972.2,2354.17,0.355853
116889,96722.4,84557.9,2177.63,0.358886
192725,180016,110834,3919.37,0.358886
137683,132181,93104.2,2996.63,0.360908
140305,124455,99756.5,4445.35,0.36293
137064,103193,82422.7,2589.86,0.368995
117009,112902,90837.5,2357.81,0.371017
145235,102609,83802.5,2962.05,0.496375
152500,105768,86178.5,3282.37,0.508506
147613,142235,99069.4,4106.83,0.536812
114400,88693.8,83458.5,2844.66,0.537823
124556,98790.8,84847.2,2173.08,0.549955
109447,76887.9,81380.6,2236.78,0.559053
129545,119149,96670.4,4068.61,0.588371
116749,108732,87144.5,2297.75,0.600502
135821,101230,85270.5,2317.77,0.602524
111594,77722.9,81278.5,2162.16,0.602524
143478,128783,98861.5,4476.29,0.603535
129207,135026,99281.6,3934.84,0.605557
123513,87067,85559.1,2381.47,0.605557
139349,123976,90221.6,2434.25,0.607579
127306,82078.7,86140.2,3133.13,0.60859
193336,154216,99566.3,4058.6,0.624765
107532,67636.7,80114.2,2177.63,0.626787
127625,158437,102208,4134.13,0.631841
107670,89691.5,91696.5,3777.41,0.639929
140807,159714,108010,4198.74,0.641951
134938,98299.4,87322.8,2846.48,0.651049
135453,122008,92013.5,4500.86,0.65206
100601,78034.9,80473.6,2113.02,0.656104
156108,112011,89776.5,4191.46,0.663181
95037,140867,90127.4,1761.76,0.665203
117415,100762,89330,2302.3,0.669246
157284,143934,94576.7,4449.9,0.675312
150556,121234,85451.4,2241.33,0.677334
150227,131606,89972.1,2414.23,0.680367
121224,121774,89934.4,4287.92,0.682389
122612,91739.9,85995.2,2232.23,0.684411
154093,123156,87494.2,3784.69,0.686433
152536,155897,104354,4153.24,0.687443
124141,83840.8,85540.2,2144.87,0.690476
132293,96685,82937.6,2371.46,0.713728
120665,86906,81408,2289.56,0.71575
105391,88779.3,83891.9,2404.22,0.721816
192734,157984,98140.5,4323.41,0.727881
97380.8,78286.4,80172.8,2328.69,0.729903
123201,92710.2,86127.4,2083.9,0.7481
117540,86789.8,84273.3,2113.02,0.752144
109459,97726.7,95213.3,2872.87,0.754166
138066,119946,88488.3,3768.31,0.754166
141714,151345,102648,4327.96,0.756188
186646,137312,89268.3,4311.58,0.757199
132242,118538,88271.5,4327.05,0.75821
106024,108637,90325.5,4292.47,0.759221
192480,169878,94753.9,2143.05,0.759221
129651,107480,91087.7,2392.39,0.761243
171508,156526,95151.7,4329.78,0.763264
128709,139147,94039.9,2288.65,0.770341
104745,73017.6,81662.9,2215.85,0.770341
108704,92831.4,88596,2279.55,0.80168
97833,90495.7,90386.8,2679.04,0.815834
160158,114544,89639.4,4408.04,0.883567
144669,106554,82433.5,2287.74,0.888622
185954,129574,84574.1,3361.54,0.893677
104761,101832,87804.3,2507.05,0.901764
112622,82232.3,82732.2,2882.88,0.902775
114907,96207.8,92238.8,3762.85,0.913895
123685,106064,92411.6,2250.43,0.913895
135046,95478.2,84047.6,3421.6,0.914906
140608,99507.9,90320.9,2013.83,0.916928
119379,80607.9,81549.9,2264.99,0.917939
134909,103826,84727.3,3080.35,0.917939
146198,87647.2,85683.4,3726.45,0.919961
188943,133825,86640.5,3970.33,0.920972
71098,135161,100971,2062.97,0.920972
143371,119865,88548.5,4026.75,0.921983
134636,112437,86298.2,3518.97,0.924005
106553,80192.1,82092.4,1951.04,0.924005
