"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
175312,186397,110116,4355.26,0.20906
203267,173546,94653.6,4768.4,0.236329
179734,158645,108070,2787.33,0.243399
213293,178160,99116.8,4616.43,0.247438
124996,113278,95976.2,2392.39,0.339344
173609,133693,93797.4,4400.76,0.349444
118542,69933.3,82868.9,2431.52,0.398931
174830,136327,89710.9,2406.95,0.401961
207454,146136,97720,4668.3,0.408021
138686,122062,96141.8,4411.68,0.410041
183420,162356,107765,4779.32,0.42418
109173,126369,92443.4,3426.15,0.442359
224386,162557,101722,4523.61,0.452459
181169,124664,90229.4,4679.22,0.460538
216415,158335,94207.2,4760.21,0.469628
228031,178627,102835,4466.28,0.484777
173017,132070,95144.7,4582.76,0.484777
207207,162662,93684.7,4519.97,0.487807
193043,148445,97046,4452.63,0.502956
167406,115284,88965.7,3040.31,0.506996
202525,149471,97768.9,4377.1,0.519116
195981,180543,100999,4662.84,0.531235
184147,174320,107835,4413.5,0.533255
197568,157883,95369.3,4087.72,0.539315
240128,161688,95018.7,4369.82,0.540325
159480,133486,100413,4027.66,0.542345
242890,206520,105609,4694.69,0.546384
134767,146772,105662,4428.06,0.576683
180570,149525,101146,4270.63,0.576683
180089,166700,104790,3844.75,0.581733
125239,99069.6,86782.4,4480.84,0.585773
156837,156230,96131.6,4555.46,0.587792
174983,177665,108301,4420.78,0.590822
213526,199978,106245,3622.71,0.598902
215153,165720,100343,4563.65,0.605972
198941,149031,100840,4313.4,0.606982
185246,155220,97511.5,4672.85,0.607992
151907,127051,92062.3,2160.34,0.617081
210015,183573,106899,4692.87,0.623141
228097,153125,87605.4,4430.79,0.625161
225480,177245,101860,4197.83,0.625161
109740,122705,104633,2876.51,0.628191
172264,133641,98755,4302.48,0.63021
245338,186001,101294,4452.63,0.64132
199793,200607,111518,4445.35,0.658489
231116,159438,93437.5,4611.88,0.659499
210900,152126,99204.1,4237.87,0.661519
153738,158447,108803,4458.09,0.663539
189999,153596,91263.9,4626.44,0.674648
161181,164347,94866.9,4371.64,0.684748
231792,174688,102560,4043.13,0.690808
182177,145082,98547.1,4625.53,0.692828
227989,133322,88644.2,4293.38,0.699897
204119,177098,107459,4424.42,0.719086
161129,167717,108326,4122.3,0.725146
112875,163899,97585.2,2322.32,0.725146
178706,147324,98017.7,4194.19,0.753425
156726,123285,94441.9,4566.38,0.771604
219838,184816,98973.7,4585.49,0.781703
180405,135716,95956.1,4368,0.783723
153445,126963,94131.7,4174.17,0.792813
168777,181597,113874,4484.48,0.818062
254776,164041,93081.2,4442.62,0.822101
213688,169221,101585,3292.38,0.823111
183142,145138,94096.7,4323.41,0.840281
