"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
157704,104628,85154.5,1959.51,0.00601772
128750,167692,108423,3831.6,0.00902659
129380,99493.8,88581.9,2072.97,0.0180532
99089.3,99787.8,100685,3745.11,0.0260768
108717,161201,94299.5,3281.97,0.0541595
163912,192603,95580.9,3866.01,0.0892629
107351,75516,84589.9,1902.78,0.137405
158250,113936,90123.4,3875.31,0.200591
139013,118138,97152.4,4152.45,0.214632
128570,101469,93089.5,3494.94,0.252744
174960,114299,90088.6,3553.53,0.255753
162452,143480,97143.8,2314.77,0.26478
125549,104052,88198.1,1866.51,0.275812
125016,96751.2,89173.6,2200.38,0.295871
120691,92731.8,86778.5,2847.66,0.355046
113826,80652.6,87174.5,1893.48,0.38012
149002,69292.4,76998.6,2082.27,0.440297
116272,89775,89560.4,2019.03,0.446315
150738,157713,92395.7,2184.57,0.524545
180997,137656,95129.5,3069.93,0.557642
158051,181584,95889.9,2124.12,0.586728
122043,76494.6,80405.9,2056.23,0.716109
188930,157899,98932.8,3869.73,0.848499
119984,122161,101059,3613.05,1.03405
157704,132696,100680,3771.15,1.09121
66724.6,65615.8,85622,1922.31,1.13735
82766.9,65111.8,84289.7,1918.59,1.19352
125029,102196,86356.1,2275.71,1.22962
124702,104233,87307.4,2429.16,1.3229
112312,86226.8,82260.4,1972.53,1.36602
165414,145922,95361.8,3651.18,1.43122
77168.2,76731.5,97302.2,2624.46,1.43322
112847,100739,92038.5,2206.89,1.52349
176355,146448,112913,3830.67,1.54355
99575.3,56890.7,79683.4,1939.98,1.68296
92988.7,59446.8,79260.8,1798.62,1.68496
161531,87094.6,81344,2465.43,1.79529
171489,165808,92234,3420.54,1.79629
96737.8,124047,88626.6,2364.06,1.80431
105971,74414.8,84014,2127.84,1.80431
85679.3,73633.6,82240.9,1933.47,1.80431
128470,95113.2,84039,2174.34,1.82337
179852,110577,85371.5,2235.72,1.89458
93281,81627.8,84140.4,1891.62,1.89759
127039,95020,89641.7,2453.34,1.92768
128575,81107,82179.2,2141.79,1.96579
79794.7,50411.8,77119.2,2225.49,2.03499
99119.5,58767.2,79349.1,1951.14,2.04803
108982,76237.6,84197.9,2087.85,2.19547
196568,144110,99428.5,3964.59,2.21553
101761,60525.4,82592.6,1906.5,2.22355
85179.6,86558.6,80949.6,1944.63,2.30178
193414,176623,103674,4941.09,2.30379
155041,110116,89887.6,2010.66,2.41511
95713.2,90933.4,94199,2551.92,2.44921
161447,116454,83657.9,2457.06,2.47629
149064,119007,90009.6,3535.86,2.4773
168905,136774,93369,3086.67,2.49635
112124,102691,85763.5,2085.06,2.56154
127410,66640.6,79628,1973.46,2.59163
118089,197985,102094,3166.65,2.60166
160624,119044,90464.6,3537.72,2.65181
107052,110709,93255.4,2698.86,2.81329
110179,78794.5,78846.3,1833.03,2.84137
84746.2,83727.8,93472.1,1966.95,2.85742
156912,126838,87061.7,2360.34,3.01388
136547,106523,93498.8,2138.07,3.05099
154321,136521,91188.4,2480.31,3.0901
107600,81466.6,85692.6,2196.66,3.1232
108332,157593,97666.4,3887.4,3.19341
177818,131966,91064.7,3758.13,3.19842
154238,176243,100801,3746.04,3.32379
153304,79348.9,79106.3,2094.36,3.35889
142206,106661,90862.1,3496.8,3.39199
129040,82474.6,87657.5,3050.4,3.40704
163390,141563,91207.6,2444.04,3.58757
142502,90257.2,79894.8,1956.72,3.6658
119427,80739.1,81695.2,2054.37,3.67181
117279,91127.4,86251.3,2232,3.67583
162684,89946.4,82125.5,2633.76,3.69488
177058,135977,95969.8,3727.44,3.72297
91115.3,79783.2,87329.4,2059.02,3.733
133955,117431,88937.8,2342.67,3.76007
149131,117541,90760.2,2335.23,3.77913
93280.3,73610.9,84774.2,1969.74,4.0409
103134,74746.6,79077.1,2071.11,4.073
164919,87481,83629.7,2704.44,4.14521
90265.7,84835,89045.7,1899.99,4.17129
124384,81463.2,81318,2913.69,4.1753
106538,61089,78826.7,2192.94,4.20238
188259,186137,113458,2803.95,4.25453
135837,88867,81751.6,2076.69,4.31772
217444,177524,116329,4512.36,4.37689
78563.5,123545,108528,2319.42,4.38692
122341,82843.3,95650.5,2030.19,4.39494
209525,141220,105823,3858.57,4.43506
119252,190969,101965,3560.04,4.45011
181420,129583,86143,3629.79,4.47418
139492,101942,85564.1,2055.3,4.54739
130383,88367.2,84023.4,2466.36,4.55642
134428,83210.4,84306.4,2502.63,4.55943
85318.6,151993,107086,2003.22,4.55943
123652,71996.4,79042.4,2404.05,4.74397
141926,140812,95704.8,3919.02,4.754
