"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
117867,89771.1,82245.1,2463.37,0.119278
144731,112766,88699.3,2452.45,0.134313
80724.9,91204.5,92260.4,2710.89,0.176411
106646,89997.7,84828,2466.1,0.185432
170715,114840,85834.4,4160.52,0.185432
127412,71497,79198.6,2282.28,0.188439
119196,92059.4,86397.3,2671.76,0.212495
151408,101225,84842.1,4537.26,0.212495
101034,77363.5,83440.5,2280.46,0.214499
109779,86123.3,84002,2339.61,0.216504
77444,80446.9,87104.4,2467.01,0.244569
108952,100208,91113.7,4373.46,0.249581
124306,91827.9,87245.7,2512.51,0.251586
143194,133963,93705.8,4430.79,0.260607
137893,97660.3,87231.5,4827.55,0.260607
110527,84881.6,84677.5,2408.77,0.275642
61087,94057.3,93403.1,2657.2,0.275642
99522.1,68841.9,81023.3,1868.23,0.277646
95495,90462.5,84797.8,2613.52,0.308719
103491,64141.6,83821.9,2412.41,0.311726
92242.5,67125.4,82296,2476.11,0.31373
148939,103049,84339.4,2372.37,0.34781
111868,91740.7,86231.5,2770.04,0.393917
85724,85069.2,83095,2513.42,0.421982
76523.8,83707.2,89342.9,2341.43,0.423987
134368,98182.4,90195.8,3444.35,0.442029
100065,71173.3,90483.3,2125.76,0.450048
130866,108267,87035.3,2982.07,0.475106
140390,106671,90909.7,2204.93,0.488136
71120.7,88573.4,93153.2,2597.14,0.508183
104271,70994,80189.4,2462.46,0.531237
112231,53416.3,76178.2,2420.6,0.55429
88270,64237.8,77437.5,2448.81,0.58436
109339,96617.8,88239,3183.18,0.58436
226381,125131,106630,4558.19,0.585363
128941,102325,86576.6,2369.64,0.592379
89627.6,87841.4,92533.3,2618.07,0.602402
117827,151008,112299,4889.43,0.630468
105040,76252.9,83726.7,2707.25,0.637484
126337,84949.7,80713,2361.45,0.637484
120375,93706.2,85172.8,2308.67,0.640491
98819.2,88502.1,84112.7,2352.35,0.667554
77446.8,92799.8,92023.3,2428.79,0.686598
133635,86532.5,81795.9,2542.54,0.702636
121350,146552,96966.6,4580.03,0.720678
127270,148666,99895.4,4564.56,0.736715
74772.2,52067.6,81060,2236.78,0.73872
118585,66849.9,78635,2429.7,0.745736
118401,105756,86369.8,3291.47,0.756762
138233,73472.4,80279.6,2270.45,0.779815
120363,100295,94419.4,4417.14,0.788836
117496,112367,85666.8,2653.56,0.819909
120067,90828.6,85398.6,2618.07,0.825923
84577.3,77034.8,81768.5,2346.89,0.831937
114749,129567,92293.9,4971.33,0.87203
108102,99406.6,89549.3,3722.81,0.875037
96654.4,70247,84024.6,2428.79,0.891074
60140.5,49528.6,84418.9,2436.98,0.895084
63971,93758.5,92250.9,2332.33,0.907112
80825,57466.7,77893.2,2214.94,0.910119
103774,88085.4,95665.9,4142.32,0.927158
94687,64528.3,89906.4,2178.54,0.928161
119132,81004.7,80641.7,2410.59,0.93217
92155.2,70283.6,80029.6,2468.83,0.952217
105583,67721.4,78337.1,2089.36,0.96625
111557,80674.3,80449.7,2454.27,0.973266
166566,116376,92718.2,4395.3,0.982287
84388.5,80873.5,84718,2330.51,0.998324
130808,106946,90025.4,3937.57,1.03942
75063.3,66131.1,85121.6,2385.11,1.0725
83574.8,103280,90234.4,2502.5,1.10758
76265.4,86454.5,90349.1,2081.17,1.11359
79228.9,77527.8,85213.6,2497.95,1.12261
96042.4,101070,95863.9,3993.99,1.12261
99776.3,61679.8,82439.3,1921.01,1.15469
91374.9,67503.1,84425.2,2431.52,1.16672
85285.9,66886.4,83130.4,2353.26,1.17574
154434,104829,85297,3611.79,1.18476
67906.5,46071.6,75709,2133.95,1.2008
139200,79315.6,79717,2719.08,1.21182
103282,88361,84652.5,2584.4,1.21282
146744,98575.8,79710.1,2457.91,1.22184
100523,73895.7,82712.7,2446.08,1.23287
123019,84371.2,82471,2564.38,1.23387
97946.6,61303.8,80650.5,2254.98,1.23588
182586,135215,86397.7,4776.59,1.23688
129049,86414.6,82673,2471.56,1.2439
95005.1,75016.2,85972.7,2181.27,1.25292
154017,91378,81244.7,2447.9,1.27798
102993,83573.5,92318.6,4005.82,1.30003
180046,103208,80653.4,3629.08,1.33912
121693,94244.8,85245,3518.97,1.34413
130930,123081,97026.7,3249.61,1.36518
75396.3,69686,83912.5,2605.33,1.37219
106089,97945,91172.7,3804.71,1.37821
112465,76892,78813.8,2319.59,1.38422
127252,124858,92973.3,3191.37,1.41129
159915,125821,91471.9,4067.7,1.4163
103607,101112,93857,3346.07,1.43634
87497.6,78288.1,84959.2,2401.49,1.43735
193349,176473,98331.3,4550,1.4594
128007,74050.9,79202.9,2284.1,1.47143
100523,97665.3,93232.4,3129.49,1.50751
95424,88197.5,90225.4,2244.97,1.51152
112480,86754.1,92817.2,2688.14,1.51352
97852.9,55139.4,76370.3,1795.43,1.52254
118513,79206.9,81209.4,2596.23,1.54861
131079,85910,82103.9,2631.72,1.57066
176134,120865,96585.6,4557.28,1.57567
94038.8,77854.8,85548.7,2425.15,1.58569
107101,78906.4,81183.3,2216.76,1.61576
109271,80771.4,83648.4,2566.2,1.62378
108832,61742,80324.1,2517.97,1.64182
140740,87321.8,80584.7,4450.81,1.64884
126626,82139.3,81617.5,2352.35,1.68793
92083.4,66460.6,80890.7,2453.36,1.69595
111138,84074.9,88026.5,2829.19,1.70397
93719.3,82940.2,87109.9,2538.9,1.76912
127498,87940.2,82576.3,2819.18,1.77313
118764,122083,91401.5,4092.27,1.79217
118333,90953.1,87825.3,2388.75,1.79317
122733,152668,95936.6,4006.73,1.82224
94846.1,70109.3,84573,2622.62,1.86334
113268,71569.2,78929.1,2568.02,1.87136
93511.3,76160.8,91249.8,2325.05,1.96959
71595,92634.6,85488.8,2290.47,1.98061
98058.1,59342.5,76792.3,2361.45,1.98362
134991,109250,89187.3,2614.43,2.00467
149066,114722,100399,4724.72,2.01469
88110.3,62155.4,76425.7,2273.18,2.06581
110014,79721.5,85533.3,2384.2,2.09087
110171,71989.2,79046.4,2445.17,2.09387
83852.4,68639.3,87654.6,2383.29,2.09387
108116,89172.7,87355.9,2390.57,2.1039
137350,94556.9,84437.7,3914.82,2.10791
173825,147987,92321.3,4369.82,2.12094
95372.2,94586.8,98305.4,2872.87,2.12996
123862,154601,109318,3665.48,2.16103
106014,93898.7,86357.5,3143.14,2.20614
105634,76034.6,83453.5,2394.21,2.21115
82815.8,108317,100413,2742.74,2.25124
61442.7,58358.1,83233,2227.68,2.26527
85247.6,66102,79624.7,2301.39,2.2783
204332,138510,91440.2,4953.13,2.2783
95605,51777.9,76331.5,2246.79,2.31639
114796,127832,94318.7,4120.48,2.3194
103194,100314,87072.7,2420.6,2.33043
95585.2,84750.5,88880.1,3271.45,2.33443
57478.8,69496.7,88988.8,2505.23,2.37152
92003.2,76945.1,88266.7,2373.28,2.37954
135148,88693,81942.4,3708.25,2.39558
96793.6,68750.6,80958,2462.46,2.39658
109317,70081.9,78680.3,2513.42,2.39959
87573.5,95116.3,84145,2842.84,2.41562
117296,99103.7,98462.1,2202.2,2.41863
115910,96823.6,87101.6,2754.57,2.44469
71853.4,88702.1,92734.9,2376.01,2.4477
91585.7,77437.3,83450.1,2478.84,2.46273
166569,81712.7,84007.2,4322.5,2.56096
126393,80340.7,80846.5,2477.93,2.56497
95047.7,69755.7,79348.6,2319.59,2.59705
141632,72804.3,80185.9,4163.25,2.60306
97043.5,86050.3,85646.4,2579.85,2.64616
107859,40804.5,75203.5,2291.38,2.67122
163752,130626,93928.3,4954.95,2.67824
113530,62984.5,75508.6,2444.26,2.68926
93438.8,111296,106341,2266.81,2.69327
67169.5,78592.7,95697.9,2982.98,2.70329
94807.7,52628.6,79620.3,2184,2.72134
75938,74089.1,88504,2326.87,2.73437
110537,85767.2,88348.8,4545.45,2.74238
86645.6,82855.6,88955.5,3074.89,2.76644
46350.2,54900.3,89987,2402.4,2.78649
108599,87898.7,90298.9,2530.71,2.78649
81730.9,59597.3,81000.6,2281.37,2.80553
111963,78095.5,86467,3089.45,2.82658
108300,87364.1,80091.4,2445.17,2.8336
110278,88782.6,86304.2,2733.64,2.84562
118544,88665.6,88839.1,3708.25,2.84663
96749.6,52498.3,79240.2,2625.35,2.86567
83472.6,98529.3,99984.8,3784.69,2.89173
136329,104651,85190.9,2514.33,2.91479
79981.5,99836.5,87935,2972.97,2.91679
95944.4,79342.2,86432.3,2541.63,2.92681
127226,99957.7,89207,3019.38,2.93684
112321,98000.6,87114,2618.07,2.94686
83422.9,75802.2,87858.4,2482.48,2.94786
113869,110818,92768.8,4454.45,2.95688
126456,111848,92001,2466.1,2.9619
123478,75621.3,82235.4,2385.11,2.98896
110274,85729.9,87744.9,2270.45,3.006
137487,103162,86612.4,3889.34,3.01001
153712,104984,91964.7,4459,3.02404
138336,125179,91848.5,4713.8,3.02905
115100,68874.2,77744,2663.57,3.03005
114794,76437.2,82506.6,2509.78,3.07817
75523.4,80054.3,83826.4,1892.8,3.08618
146648,77642.4,76967.1,3023.93,3.08819
89783.8,87248.8,85889.7,2440.62,3.10723
137130,125135,93773.2,2465.19,3.11124
81680.5,82551,86731.7,2394.21,3.11325
105468,62003.5,81492.5,2237.69,3.12427
106019,84906.5,85800.7,2643.55,3.13229
86486.5,59135.8,82828.1,2359.63,3.13931
114073,53718.4,76183,2525.25,3.17038
65177.3,58092.5,83675.5,2343.25,3.17339
110551,73372,85704,2824.64,3.17339
65950.5,81750,91942.3,2532.53,3.18542
116109,69270.1,82267.5,2353.26,3.21849
136005,97155.6,87192,3979.43,3.25357
152017,92684.4,86575.9,2743.65,3.28465
109746,82629.8,82813,2315.95,3.30169
151652,138031,96945,4481.75,3.33978
120278,105121,100839,2330.51,3.35782
130421,75749.1,79045.5,2465.19,3.36183
119966,84840.9,83203.2,2645.37,3.36884
104124,87941,88243.9,3331.51,3.38187
109548,117573,92649.1,4064.97,3.38288
108861,79361.3,83674.2,2317.77,3.38388
98819.9,72421.6,80500.4,2333.24,3.38388
123889,107761,89903.1,4512.69,3.42698
72735.2,63105.7,81720.2,2274.09,3.44201
80641.8,68012.7,89527,2954.77,3.44702
79139.4,87934.4,87947.8,2621.71,3.47509
147328,121017,87822.6,4660.11,3.48612
140601,98600.7,87557.2,4539.08,3.49514
98374.8,90127.2,90167.1,2688.14,3.49814
171191,153928,91966.1,4236.96,3.50115
85289.5,50129.5,78967.6,2248.61,3.5222
105108,120996,85238.6,4714.71,3.54024
68495.8,76975,88773.4,2567.11,3.55127
116336,97014.5,92285.9,3472.56,3.55728
97796.8,80480.9,84079.6,2385.11,3.58735
133105,103981,86950.5,2366.91,3.60138
56361.2,48809,88514.7,2586.22,3.60239
102727,52970.6,74248.3,1944.67,3.61441
121390,85639.4,85381.5,3040.31,3.61842
93419,87843,83526.3,3085.81,3.62043
71660.3,52486.7,82421.3,2237.69,3.67155
70153,87740.1,93175.5,2371.46,3.67455
134484,110942,89991.6,4186,3.6946
140298,135575,93379.1,4802.98,3.71966
120109,82129.3,82141.9,4839.38,3.72567
