"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
143194,93137.6,82490.3,2231.32,0.219159
118014,105802,87685.6,3325.14,0.234239
142868,96319,85596,4092.27,0.235244
173225,126968,99778.7,4284.28,0.241276
98596.3,120835,98818.6,2788.24,0.246303
131057,95193.5,86664.1,2670.85,0.248313
161689,133437,97139.2,4337.06,0.252334
89848.4,109593,86719.7,2895.62,0.257361
109114,129233,100634,3055.78,0.258366
145299,142479,96209.7,3767.4,0.260377
117426,88623.3,85570.5,2855.58,0.264398
110221,160740,99923.9,2260.44,0.264398
194037,137011,90155.1,3984.89,0.355882
126768,78203.4,82368.6,2090.27,0.367946
116919,98278.6,84386.4,2401.49,0.372972
137695,129477,92327.8,4050.41,0.377999
115812,80623.7,84818.3,2057.51,0.426254
114424,82497.9,85662.3,2174.9,0.428265
114627,79836.9,79592.8,2302.3,0.447366
104793,128607,104502,4152.33,0.488584
102521,88795.1,85297.8,2265.9,0.497632
143005,84528,83613.3,2849.21,0.515727
150150,116388,90123.8,2259.53,0.549908
104080,100180,87619.4,2251.34,0.550913
153320,132719,96730.4,4137.77,0.552924
120126,80581.4,81467.7,2083.9,0.557951
193175,146785,89783.6,4121.39,0.558956
163839,109963,88348.6,3745.56,0.561972
177542,138989,91799.5,4148.69,0.647424
128075,98062,89094.9,3751.93,0.678589
128325,132849,87864.4,2115.75,0.686631
126935,77249.8,80647.4,2187.64,0.689647
130864,95439.2,83661.5,2193.1,0.711764
94322.8,74056.8,81792.2,2110.29,0.719807
108238,119093,104654,2649.01,0.73187
125229,78481.5,81093.6,2180.36,0.741924
91453,125658,93085.8,2280.46,0.753987
92795.6,67347,81826.8,2220.4,0.766051
136860,130619,100554,4256.07,0.821343
101091,55830.8,77160,2168.53,0.832402
91661.7,63574.7,79897.8,2070.25,0.834413
164192,119957,89199.1,2919.28,0.863567
119507,69954.1,79673.8,2103.92,0.868593
85404.5,58381.4,81386.9,2060.24,0.869599
125527,123149,93403.1,2793.7,0.874625
93748.4,83882.3,87019.9,2108.47,0.880657
116461,93553.4,80942.1,2211.3,0.908806
114276,99708.7,88396.2,2151.24,0.909811
145535,174680,114208,2284.1,0.93796
182468,170948,103351,4350.71,0.93796
148365,95629.3,84477.9,2634.45,0.943992
147438,90411.9,80692.3,2911.09,0.948013
141082,123596,95722,4066.79,0.954045
137539,113500,96449,4227.86,0.954045
145540,127136,92426.7,4020.38,0.957061
148744,107731,84010.5,3018.47,0.957061
168362,98086.9,82834.7,2504.32,0.964098
111311,105190,88362,2681.77,0.967114
140863,93288.7,84985.4,3592.68,0.973146
138246,93595.8,86124.8,2861.95,0.974152
157415,134897,87180.1,2635.36,0.976162
127294,107576,84980.1,2025.66,0.996269
102832,82036.4,81988.8,2192.19,1.03849
118853,104087,90357.4,4085.9,1.07368
181765,127594,87613.6,4542.72,1.07669
127593,105276,89021,4115.02,1.08675
175087,141860,96280.6,4162.34,1.08876
120865,91493.4,84653.8,2628.99,1.10886
111900,97259.4,85037.6,3683.68,1.11087
87877.4,74640.2,84252.6,2093.91,1.11691
109466,143319,100392,2049.32,1.12093
136495,107853,87268.6,3028.48,1.12394
132618,92929.3,82883.7,2770.95,1.12394
136002,113493,92716.5,4176.9,1.12495
103504,70715.2,80217.2,2026.57,1.22548
138335,117043,94976,3417.96,1.27173
87651.6,98442.1,86221.3,2138.5,1.31294
107394,77306.2,85079.9,2043.86,1.37125
119743,149694,111692,4317.04,1.38834
99903.4,82844.8,88724.5,3407.95,1.40342
100779,92243.7,86165.5,2161.25,1.40644
122793,166991,105606,4255.16,1.41549
110629,83405,83079.3,2083.9,1.4175
87553.6,127896,104441,2163.07,1.43057
118905,120487,94054.3,2334.15,1.43057
108394,83937.1,83364.7,2259.53,1.4366
142863,146820,92751.7,3096.73,1.44363
130773,124669,89208.4,2227.68,1.44766
152947,124867,89264,4022.2,1.49993
109281,72938.7,80193.8,2532.53,1.54417
170866,112341,84636,3074.89,1.60851
101391,77404.1,82351.3,2136.68,1.65475
122716,93642.3,83698.5,2388.75,1.65676
127669,146611,108881,4093.18,1.67687
103611,101297,90068.2,2193.1,1.69195
153339,97693.5,83206.9,2303.21,1.69496
149855,87448.8,81266,2872.87,1.70301
163918,141002,95573.5,4329.78,1.72512
110132,82999.2,86200.7,2982.07,1.72914
106379,68291.6,80110.9,2166.71,1.73417
141772,142442,95762.1,2234.05,1.74221
122978,131612,91243.5,2146.69,1.74825
194664,157768,98112.5,3524.43,1.75026
155436,167537,100600,4135.95,1.75126
130984,122467,89379,4479.02,1.75227
155455,115719,94905.8,4310.67,1.75227
139882,114786,88079.4,2319.59,1.77438
109186,73413.5,87837.8,3143.14,1.82364
96495.4,78448.3,79420.2,2153.97,1.83772
160372,102610,90491.3,4219.67,1.85581
111018,101586,85709.3,2208.57,1.93021
104084,72800.1,83408.1,2131.22,1.97243
105498,75669.4,81822.1,2122.12,2.01063
100810,94022.4,83636.7,2310.49,2.01767
121144,108904,91635.9,4138.68,2.04582
100231,97154.8,95582.6,3042.13,2.04984
130732,100955,87785.9,2952.95,2.05587
201108,176696,99709.5,4044.04,2.06593
149180,89977.8,86328.9,4209.66,2.09106
122160,80594.7,83905.5,2181.27,2.10312
120640,113981,91967,2833.74,2.11619
104542,70636.3,81434.4,2062.97,2.12423
57853.6,126025,108332,2461.55,2.12624
155076,150582,100993,4048.59,2.13127
113361,126506,99874.8,2258.62,2.17953
98192.3,91622.9,88192.6,2161.25,2.19963
135855,86816.3,81737.7,2200.38,2.20466
168894,132255,93327.8,2436.07,2.21873
166568,122695,91897.3,3995.81,2.23281
100543,73351.3,83612.7,2151.24,2.23381
125030,159288,95901.6,2587.13,2.23783
149625,126086,90349.5,4154.15,2.25794
133646,116051,87884.8,3752.84,2.26397
100974,84304.8,88757.8,2269.54,2.27202
152076,117617,89640.9,2461.55,2.27805
91788.8,133989,107841,3552.64,2.28709
156895,102908,86885.6,2784.6,2.34038
140339,129457,89602.2,2952.04,2.34741
107084,75272.7,77537.2,2214.94,2.34942
109040,86423.8,85206.8,2303.21,2.35445
162895,140171,87627.6,2075.71,2.3826
72442,93336,95373.4,2255.89,2.38662
156609,95675.8,86934.1,3317.86,2.38662
146023,103684,83798.6,2253.16,2.53239
156166,105171,84770.1,3127.67,2.5344
71105.1,87686.2,96859.9,2084.81,2.53641
106934,111488,91154.4,2595.32,2.55652
223318,163947,93263,4213.3,2.57864
123722,89483.1,90892.2,2197.65,2.61684
120274,91216.2,82228.7,2264.08,2.66208
155913,102352,85241.8,2325.96,2.69324
77044.2,71193.3,78311.5,2194.01,2.69726
129816,82722.8,80582.1,2185.82,2.69927
125438,97690.2,85343.6,2153.97,2.70933
162621,97901,84781.9,4003.09,2.72139
116217,70633.8,79179.3,2232.23,2.73144
137904,98858,88134.4,3864.77,2.73346
179746,119264,85419.5,3974.88,2.75055
118937,105964,92411.3,2457,2.77467
90515.8,89484,92283.3,3718.26,2.80081
155722,131192,91857,4234.23,2.83298
100557,73687.4,81797.8,2195.83,2.83499
121813,97975.7,91280.4,2182.18,2.85409
146685,135683,92484,2416.96,2.85811
153649,112174,95040.9,4039.49,2.86616
137367,123021,85139.7,2131.22,2.8742
58245.6,72381.8,90104,2081.17,2.87521
100694,69997.2,82491.2,2196.74,2.91843
163578,92530.9,87978.6,4056.78,2.93653
136143,97308.4,87065.5,3195.92,2.94156
95478,82804.1,83609.1,2213.12,2.94256
120928,69296.7,78655.8,2128.49,2.94558
128395,104407,88024.9,4267.9,2.9496
112171,107263,96995,2145.78,2.96769
170256,121309,88599.1,2116.66,2.97473
169587,149285,92470.1,2896.53,2.98478
133280,115240,86412.3,3731,2.99484
151138,132137,92425.5,2830.1,2.99886
119533,92069.4,86556.6,2055.69,3.04008
118112,92024.6,90025.9,2024.75,3.04209
95037,95861.7,84142.2,2062.06,3.04912
78053.8,54703.6,76902.9,2120.3,3.05516
140025,84154.5,81187.5,3971.24,3.0632
62426,90387.8,93526,2147.6,3.08029
168447,165364,104653,4293.38,3.08129
108529,132006,96691.9,4135.04,3.08934
135551,97447,84001.3,2411.5,3.09135
123693,96644.4,82661.4,2104.83,3.11849
149530,98465.4,83993.2,2355.99,3.13458
168487,149354,104643,3783.78,3.1386
114686,78238.3,82938.5,2396.03,3.14362
144922,128490,88379.5,2225.86,3.15066
141227,161677,105091,3746.47,3.15468
179378,112066,83733.4,3908.45,3.15569
156942,93279.5,80919.8,2260.44,3.16172
105037,82987.5,83534.4,2279.55,3.18886
185057,111724,86630.6,3761.03,3.21299
