"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
133663,124638,89540.5,3666.06,0.0061167
96528.2,95722.2,89966.1,2261.76,0.0101945
111262,94548.7,87666.4,1940.91,0.0122334
86348.9,91523,96961.8,2829.99,0.0193696
106174,76907.9,79965.6,2054.37,0.0265057
172158,178994,107383,4038.06,0.0285446
110510,93526.4,88577,2114.82,0.0346613
86434.6,55760,82741.8,2023.68,0.0367002
110354,76656.7,84894,2151.09,0.0387391
210498,151187,90906.4,4145.94,0.040778
78514.6,81924.4,84929.6,2024.61,0.0428169
134765,140064,95129.6,2306.4,0.0428169
88874.6,153308,113159,2299.89,0.0560698
163305,120947,91076.1,3856.71,0.106023
111068,109401,85417.5,2181.78,0.11214
167776,102120,83830,3875.31,0.113159
92818.1,105686,99704.3,2067.39,0.115198
111185,129013,91861.3,3216.87,0.120295
178965,116517,86772.6,3915.3,0.123354
84812.4,115399,93492.6,2070.18,0.124373
206706,152482,90117.6,2215.26,0.128451
133428,112346,92651,1958.58,0.174326
138104,141440,110214,3807.42,0.182482
72383,61590.5,80687.5,2004.15,0.183501
120892,82535,84331.4,2155.74,0.216124
154849,83205.4,78771.4,2195.73,0.237532
109603,88189.9,80040.1,2245.95,0.255882
166819,85320.5,86760.8,4058.52,0.261999
196746,114446,82902.1,3766.5,0.292582
118660,148158,96134.2,1839.54,0.294621
201735,136660,91508.5,3901.35,0.295641
144131,108070,97915,3562.83,0.298699
127164,170521,97077.4,3759.06,0.299718
54583.2,68973.2,85629.9,1836.75,0.300738
42607.4,66407.9,86317.1,2451.48,0.303796
106227,145010,104107,4115.25,0.309913
129575,102929,88369.7,2223.63,0.311952
217742,139563,87850.2,4357.05,0.31501
97910.6,103693,97981.7,2212.47,0.323166
207418,150016,110768,4086.42,0.33336
161153,133135,93353.9,3488.43,0.342535
108014,79241.4,82518.9,2101.8,0.346613
50879.5,79495.9,83460.3,1848.84,0.348652
111807,73358.9,81705.7,3104.34,0.353749
128624,123583,96508.1,4230.57,0.354769
106068,94403.4,88503.3,2615.16,0.364963
102125,84388.1,87539.1,2102.73,0.367002
116500,159509,109673,4089.21,0.367002
116073,66142.4,82166.8,2077.62,0.369041
143755,91744.8,81585.2,2255.25,0.370061
155532,107029,84984.5,3101.55,0.422053
158931,158809,90960.4,3967.38,0.432247
115948,81979.8,81296.3,2099.94,0.432247
130928,84836.6,85513.9,2089.71,0.436325
150665,203705,104821,3518.19,0.443461
71375.8,121104,99347.9,2109.24,0.44448
118362,119193,98390.4,3091.32,0.451617
160637,122322,86849.2,2162.25,0.457733
100314,81624.5,84681.7,2245.95,0.46385
199630,130388,90624,4065.03,0.564776
112789,53272,76187.8,1977.18,0.564776
98583.1,70583.5,82577.8,1921.38,0.566815
118263,109639,92208.2,2784.42,0.568853
151575,121976,95529.9,3319.17,0.572931
109449,106269,92386.5,2222.7,0.572931
42886.1,80086.4,94999.7,1900.92,0.577009
104854,104319,88943.4,2286.87,0.577009
50329.4,65168,93274.5,3622.35,0.588223
113044,89854.8,84947.4,2055.3,0.59332
81834.5,76831.4,82374.5,2151.09,0.602495
58601.5,93497.9,98275.5,1900.92,0.604534
124286,93398.8,84632.8,2007.87,0.610651
106343,78381.2,81703.7,2129.7,0.615748
117934,104859,94640.4,2341.74,0.640215
65908.1,89862.4,99918.9,2020.89,0.663662
134319,77902.4,79293.9,2257.11,0.688129
139264,82621.6,81615.3,2125.98,0.694246
154091,87811.1,84465.3,2073.9,0.70444
83864.2,80197.3,90923.1,2232.93,0.726868
133820,123734,91010.2,4276.14,0.734004
95214.2,87954.7,92833.2,3340.56,0.750316
93344.4,116040,90661.8,1994.85,0.754393
90376.6,113753,92049.5,1976.25,0.755413
97581.6,90585.6,86614.1,2029.26,0.759491
88717.7,76779.4,86789.8,2334.3,0.76153
134194,156569,108426,2471.01,0.771724
47095.2,68958.1,88017.1,1971.6,0.780899
67519.4,66858.1,82228.2,1979.97,0.839008
57106.8,96702.5,98536.8,2007.87,0.841047
144977,183138,96159.2,3786.96,0.860416
102462,79569,84249.7,2279.43,0.87265
150668,145667,98136.5,4164.54,0.875708
78873.8,98007,85895.2,2052.51,0.887941
143268,122303,88836.4,2637.48,0.896097
125988,102657,85812,2243.16,0.899155
110425,70795.2,82362.3,1961.37,0.902214
184859,87208.8,80738.5,3866.01,0.919544
170867,140629,90490.1,3752.55,0.919544
198490,144603,92672.9,4043.64,0.922603
125596,86923.2,85191.7,2056.23,0.937895
170459,146648,93269.1,3852.99,0.942992
123985,95833.9,86067.1,2175.27,0.968478
147869,128733,92505.7,2511.93,0.971537
120217,118947,95195.6,2085.99,0.997023
196977,129536,88209.1,4159.89,0.998042
135006,141094,101310,3670.71,1.0011
244552,203637,103733,4131.99,1.00314
108530,158983,109813,3903.21,1.00416
166349,132865,91757.9,3925.53,1.01435
148503,98903.3,84289.9,2120.4,1.03474
210520,171861,98738.6,4610.94,1.03576
111375,111825,86011,2016.24,1.0429
144658,96126.2,82024.5,1998.57,1.05105
42320.9,72491.2,95181.2,2122.26,1.05615
119845,95906.2,87642.8,2110.17,1.06431
141667,91993.4,85720.3,2058.09,1.09591
123048,151122,100271,3609.33,1.11936
164018,104889,84684.5,2032.98,1.12038
121159,155682,94707.9,4116.18,1.12242
63633.6,61467.8,91114.5,1954.86,1.13159
54447.1,91321.4,91744.2,2028.33,1.153
209058,168531,95858.7,3359.16,1.17543
99329,76898.6,86076.9,2064.6,1.18052
93961.4,86586.4,78273.6,1872.09,1.18562
75301.9,80278.8,92668.3,1962.3,1.18766
118272,121565,97731.4,2142.72,1.18766
69518.2,85428.8,86254.1,2247.81,1.19684
171451,113455,85622,2151.09,1.20295
138249,112633,88890.1,3539.58,1.21111
105116,85715.3,81806.9,2099.01,1.21213
184986,98814.2,90719.1,4111.53,1.21417
133890,147601,97127.4,4088.28,1.22232
92947.7,116296,97247.7,2121.33,1.23354
111245,82320.8,83596.4,2075.76,1.26616
80717.8,72177.8,90524.1,2014.38,1.29674
114932,80440.1,80963.9,2003.22,1.30286
107969,108005,88625.9,3656.76,1.3049
185925,147537,97453.7,3653.04,1.33548
60248.2,49980.8,76680.1,2199.45,1.34364
138175,99628.2,88720.8,2238.51,1.35587
116250,75151.4,82101.8,2119.47,1.35791
126052,111135,95397,3611.19,1.36301
70605.4,119115,101670,2124.12,1.36504
72517.7,82160.4,83733.2,2807.67,1.36912
239302,181343,93853.4,4078.05,1.38034
78787.4,102267,101057,2338.02,1.38441
141612,128700,77969.9,4944.81,1.38849
204456,127574,83637.1,4117.11,1.40582
75377.5,78204.8,81763,2249.67,1.40684
101095,75185,80249.6,2421.72,1.4099
143863,101557,91619.8,3020.64,1.41602
95152.3,117375,100479,2059.02,1.42723
123251,173876,100824,3923.67,1.43743
139185,116091,98769.4,3680.94,1.45272
138051,87229,87572.4,3592.59,1.45578
151145,104378,81685.9,2232,1.51694
119156,81900,88063.8,2940.66,1.51694
101181,77102.8,87062.3,1997.64,1.51694
109628,147139,106420,3445.65,1.55874
130900,139789,109666,4196.16,1.57709
111949,82824.8,87974.2,2270.13,1.57913
126485,90059.8,86178,2043.21,1.63112
136755,135048,94089.6,3367.53,1.64845
107477,72950.6,82195.4,1987.41,1.65151
66824.6,89286.1,96450.4,2587.26,1.66272
81718.6,83671.6,85230.9,3366.6,1.69942
149333,100661,83809.4,2159.46,1.74122
172860,138498,92335.1,4006.44,1.75447
141416,108706,84835.7,3743.25,1.75753
154804,77730.2,79313.2,2202.24,1.76161
87824.9,100411,87820.2,2332.44,1.76263
113221,92214.4,92355.3,2220.84,1.76671
138397,187717,93953.3,2295.24,1.79627
140938,102615,91846.4,2246.88,1.82991
113861,85708.6,86096.1,2105.52,1.83093
117457,93860.8,82991.7,2074.83,1.84826
109620,125682,90824.3,2287.8,1.85234
157686,137995,105858,2992.74,1.85438
104553,70471.8,80729.3,2136.21,1.85438
65869.2,111153,103952,3658.62,1.8554
134221,78141.8,82379.2,2541.69,1.86763
91580.4,124317,108632,3915.3,1.87171
91342.8,118784,93528.9,2178.06,1.87375
135186,72117.4,77795.1,2402.19,1.87783
118096,129296,98739.8,3465.18,1.87783
158078,94751.2,78693.3,3427.05,1.87885
96289.9,88692.2,98105.2,2263.62,1.89822
208581,157204,96271,4054.8,1.90433
116363,98303.5,95492.8,3184.32,1.91147
125648,72846.5,76767.1,2118.54,1.93186
198181,179572,93069.2,3645.6,1.94103
65016.7,60894.1,90329.5,1893.48,1.94715
195612,131978,92494.3,3919.95,1.9757
124204,81448.9,82771.3,1943.7,1.97977
111185,116431,104969,2577.96,1.99099
146248,78339.2,80661.8,2122.26,2.00526
109305,95791.9,94075.1,2087.85,2.01342
106906,125059,99112.1,2022.75,2.02259
161861,117571,94079,2950.89,2.03177
168372,166959,106836,4529.1,2.03177
117959,120201,87699.5,2918.34,2.04094
94846.3,109920,84392.1,2101.8,2.05317
60545.5,67379.8,87165.4,1983.69,2.05521
101004,93059.4,94442.8,3341.49,2.06439
163732,110858,91635.1,3594.45,2.07152
148694,140507,94462,3319.17,2.07662
131847,79855.4,78606.8,2256.18,2.07866
115762,116190,96246.8,2832.78,2.10109
89238.2,68866.6,83566.1,2046,2.11842
168136,135673,90814.8,3906,2.11842
73887.8,87025.7,96097.9,1954.86,2.1225
164666,124863,87671.5,3659.55,2.12657
76793.8,105398,78328.2,2098.08,2.13575
96195.6,68958.1,83164.4,2077.62,2.149
140159,83361.6,79958.8,2090.64,2.1908
195587,152416,94573.5,4072.47,2.21221
129328,119419,108608,3887.4,2.22648
141962,175295,97353.5,3399.15,2.23158
141620,73395,78631,1923.24,2.23362
157212,101060,85709.6,3179.67,2.24483
107971,93891,89669.9,2871.84,2.27541
124270,107490,87052.3,2081.34,2.27745
89843,109746,90544.5,2238.51,2.28357
179910,130552,85346.9,2132.49,2.31313
106037,94201.8,83835,1956.72,2.34678
87102.7,92810.8,91341.7,2050.65,2.3743
136179,123759,99210.6,3886.47,2.40896
133358,107349,86997.2,2342.67,2.41916
149086,126863,95867.1,3903.21,2.42221
161266,182938,116646,3387.99,2.42935
56289.6,85883.3,90758,2044.14,2.4579
112181,93451.7,89589.8,3658.62,2.4579
169235,158960,108589,1833.96,2.46299
88788.2,70233.2,80016.8,2075.76,2.48848
162219,115401,97040,4377.51,2.50071
83335.7,84976.9,86913.2,2051.58,2.51397
157379,130227,88759.2,2197.59,2.51702
152599,77003.6,79401.3,2401.26,2.52926
146701,132835,103552,3696.75,2.53945
98020.1,83882.4,90230.9,2110.17,2.54149
108804,83407.8,86940.6,2078.55,2.55372
64032.5,57520.7,83214,2032.05,2.55678
106743,82766,83346,2057.16,2.58125
142530,158700,100006,4001.79,2.65771
181017,126221,87366.3,3859.5,2.65873
179155,161065,103153,4163.61,2.66179
196309,136087,93272,3978.54,2.68319
138447,130555,109206,4104.09,2.68421
93649,60396.8,80614.4,2028.33,2.68421
82232.6,80529.1,88062,2013.45,2.68931
120971,106494,95746,3288.48,2.73111
63587.5,108400,97986.6,2145.51,2.74946
118948,101327,90110.9,2388.24,2.76169
163184,125432,90301.5,3439.14,2.77698
108143,88468.8,86210.1,2046,2.78208
245674,201561,98822.2,4210.11,2.79533
130661,92237.9,84057.4,2192.94,2.80145
107598,82548.5,82386.3,1998.57,2.81776
114746,96854.5,90391.3,2232,2.8198
134038,177862,114333,4629.54,2.82184
109960,125946,109452,4328.22,2.84325
177083,137079,93569.4,4142.22,2.8514
157892,116721,88572.6,2756.52,2.85752
127058,68262.6,79891,2247.81,2.8983
52907,57976.8,82655,4098.51,2.90747
110549,99517.3,88576.4,2018.1,2.91869
155637,112038,92075.8,3801.84,2.91971
62126.6,61672,81040.5,1851.63,2.92378
107834,126607,110003,4058.52,2.94315
116283,89900.2,82447.5,2136.21,2.94825
134307,93125.8,89492.1,3471.69,2.97374
113903,102574,89921.9,2077.62,2.98699
141412,62661.5,76023.9,2051.58,2.98801
113648,80705.5,78439.8,2048.79,2.99209
211121,158330,96072.5,2924.85,3.05122
127287,92421,84767.6,2988.09,3.05325
109377,72555,85705.9,2061.81,3.05325
112509,65685.5,79230.7,2064.6,3.0767
134619,104300,91923.4,2121.33,3.08282
88138.8,102543,82890.4,3095.04,3.08384
97083.4,83261.6,85882.6,1852.56,3.0869
104789,154637,113039,4093.86,3.09607
115569,93799.4,87617.5,1960.44,3.10525
108174,123782,96659.5,3481.92,3.1185
88285.7,77076.7,82764.8,4114.32,3.12564
142992,103485,87037.6,3205.71,3.14602
174327,121349,89124.1,3594.45,3.15316
87295.7,88080.7,85828.1,2014.38,3.1552
124103,99643.3,88826.1,3299.64,3.15724
105741,104756,104145,3025.29,3.16132
183797,120046,81658,2143.65,3.17967
114994,117794,93644.2,2240.37,3.20108
219660,219104,102453,3785.1,3.23166
107219,132506,103047,3833.46,3.23879
164880,141894,84961.4,3964.59,3.24185
100170,93881.8,89270.8,2087.85,3.24593
123642,102403,96456.6,3932.97,3.30302
94233.6,71218.6,81902.5,2138.07,3.30506
109994,85859.8,84957.5,1990.2,3.35909
210751,170543,97235.1,4099.44,3.39579
141430,121208,94696,3878.1,3.40904
147329,74219.9,79158.9,2000.43,3.45186
116252,73259.8,80119.3,2189.22,3.46307
135732,136345,100851,3653.04,3.47021
152060,106577,90802.4,3480.99,3.47021
167247,133788,92986.8,4043.64,3.47429
94594.3,79115.4,85410.1,2079.48,3.49468
84366,84824,87752.4,2072.97,3.50181
105819,62214.6,78948.5,1945.56,3.50283
113823,119031,99998.5,3903.21,3.51099
160211,162072,96260.3,4090.14,3.51914
69765.8,62299.4,82767.9,1867.44,3.52526
98660.9,115553,92596.1,2178.06,3.54157
141386,90051.4,97669.9,3222.45,3.54769
139688,112623,89608.4,2327.79,3.56604
116343,90900.6,80273.6,2109.24,3.60987
57134.9,66984.1,80546.6,1913.94,3.61089
86359,57805.4,76859.7,2041.35,3.61803
139368,117142,88693.4,2301.75,3.62211
85931.3,98302.7,89128.2,2285.01,3.62313
130249,73022,78547.3,2122.26,3.62822
102775,97351,93431.8,2840.22,3.63536
158974,99161.2,98595.5,2025.54,3.64963
76440.2,100392,85574,3720.93,3.65575
113694,84823.2,89750.6,2046.93,3.69143
139029,67930.8,79204.3,2192.01,3.69551
101383,81889.9,79008.6,1948.35,3.73323
87015.6,79753.8,82163.4,2108.31,3.74852
88677.4,69462.1,91032.6,2081.34,3.76279
63835.2,88754.4,88225.3,2720.25,3.76483
94563.4,127872,91646.8,2186.43,3.81682
164591,119897,82050.2,2062.74,3.81784
157705,130906,89078.2,3872.52,3.83415
90499,65350.3,83444.7,2023.68,3.84129
138129,107474,89473,2428.23,3.84843
175530,153237,111120,3751.62,3.8678
152394,111495,85554.2,3667.92,3.9045
128256,100629,90550.1,2275.71,3.92794
162529,106084,84921.5,2052.51,3.93202
188801,120891,84196.5,4038.06,3.93406
76229.3,72399.6,87942.8,1990.2,3.9626
88867.4,68363.4,75796.6,2083.2,3.99625
123208,161099,104955,3869.73,3.99727
