"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
111866,84262.1,85107.5,2293.38,0
109358,113074,89298.3,3391.71,0.00404158
134901,84690.5,81143.2,1944.63,0.00909356
110452,93332.4,83891.8,1939.98,0.0131351
85630.3,60958,82519.6,1895.34,0.0151559
116533,107911,88118.4,2324.07,0.0161663
165392,105002,89395.4,3463.32,0.0202079
131407,176686,100349,3432.63,0.0293015
100890,82339.3,85326,1860.93,0.0363742
147001,121070,102644,3801.84,0.0363742
91718.6,81023.9,86743.1,1865.58,0.0363742
113932,92623.4,82886.2,3251.28,0.0444574
180605,155555,91847.9,3722.79,0.0444574
95111.3,85176.8,87045.6,2123.19,0.0464782
90511.2,103639,89629.2,2856.96,0.0474886
75392.6,59413.2,86203,1884.18,0.0474886
147303,156852,100750,4056.66,0.0505198
112170,122525,103729,3441,0.0535509
106526,159569,94978.5,3175.95,0.071738
95886.7,81300.2,86867.3,1909.29,0.0737588
101599,85411.2,87573.3,2491.47,0.0737588
87478.6,62243.2,78900.7,1863.72,0.0778004
119580,85895.9,86153.5,2187.36,0.0838628
116029,94247.2,80561.7,2417.07,0.0929563
116977,106082,88423.2,3605.61,0.0929563
118224,96830.2,88514.4,2224.56,0.0949771
108857,148867,102475,2015.31,0.0969979
121947,108324,87087.5,2124.12,0.0969979
96119.3,99268.7,93906.8,2233.86,0.100029
101157,102176,92056.7,2608.65,0.10104
109529,106178,97254.5,3234.54,0.10104
130991,90651.1,82653.9,3085.74,0.10306
131286,185340,105657,3959.01,0.10306
105713,140827,104469,3850.2,0.105081
133400,104094,87729.9,3714.42,0.105081
91039,74263.6,82615.1,1965.09,0.107102
94387,86168.9,86137.3,1811.64,0.114175
108951,118700,95516.5,2279.43,0.115185
135759,138574,91956.1,3683.73,0.117206
143580,131341,99273.9,3828.81,0.118216
124443,141159,105167,3848.34,0.122258
102236,97506.4,96932.5,3134.1,0.124279
124039,103830,88615.3,3697.68,0.126299
118525,103620,93593.1,3724.65,0.132362
118945,172951,98463.4,3201.06,0.135393
151681,140699,92743.7,4155.24,0.138424
110686,47816.2,75231.2,1861.86,0.142466
99770.4,107507,95841.6,2166.9,0.145497
140353,92050.6,86694.3,3658.62,0.146507
74952,102215,100744,1996.71,0.15257
120762,72499.6,77697.1,2014.38,0.161663
70414.6,94250.5,95922,1998.57,0.170757
138078,117776,94463.3,2022.75,0.170757
123605,110652,88269.1,2265.48,0.17985
70873.2,99471.1,101825,1941.84,0.197027
142369,88638.5,83180.8,3033.66,0.213193
115505,92865.4,83255,2354.76,0.228349
117693,80367,84519.7,2066.46,0.232391
99124.6,80881.9,86455.6,1953.93,0.25563
115224,75528.6,80630.8,2047.86,0.258661
75708,89523.8,90323.2,1846.05,0.269776
118154,96098.5,86996.2,2229.21,0.274827
86461.2,73358.9,87106.1,2000.43,0.287963
153387,99060.4,87310,3987.84,0.297056
120181,101916,88198.6,2730.48,0.30817
84798.7,69625.9,78367.1,1954.86,0.312212
55846.8,57793.7,85705.1,1906.5,0.327368
111090,83414.5,80423.9,1953.93,0.33141
139751,96148.9,82970.8,2046,0.341514
129683,152457,109644,4037.13,0.343534
155766,144940,96134,3337.77,0.353638
111376,75788.2,81014.8,2023.68,0.381929
105247,78921.4,80910.3,2095.29,0.397085
120401,123289,92230.9,2538.9,0.40921
144275,144294,94137.8,3762.78,0.40921
91210.3,79345.6,84965.8,2038.56,0.40921
80871.8,106645,102838,2204.1,0.40921
87621.1,75115.3,80599.2,1916.73,0.419314
94508.6,85099.6,98416.8,2401.26,0.420324
87436.1,95200.6,83456.8,2247.81,0.43548
91887.1,89056,82788.9,1786.53,0.436491
