"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
187120,143470,92571.4,2396.03,0.11829
128585,134280,107181,2305.94,0.120295
130962,97085.1,80875.7,2275.91,0.13433
151205,159429,102834,2381.47,0.19949
111641,100828,85973.5,2200.38,0.249613
167033,132413,86845.2,2242.24,0.373918
128823,171951,111020,2226.77,0.381938
97087.5,117796,91561.1,2279.55,0.393967
143590,105618,84261.2,2412.41,0.427048
114556,121250,90400.7,2336.88,0.433063
143086,124019,90038.5,2383.29,0.458125
106332,103907,89318.5,2202.2,0.470154
195116,182819,93892.4,3887.52,0.473162
150756,119184,84987.2,2195.83,0.475167
141429,97909.3,80928.6,2289.56,0.498223
172161,156319,97847.3,2895.62,0.499226
147747,121197,89927.3,2190.37,0.50524
137237,142606,93058.8,2324.14,0.51727
143265,102628,83431.4,2280.46,0.52529
173634,131994,91253.4,2180.36,0.526292
110479,140043,101883,2241.33,0.527294
157633,131307,89319.7,2197.65,0.536317
146733,139832,89872.4,2153.06,0.547344
160112,135408,99117.5,2207.66,0.560376
137028,97481.8,85381.3,2101.19,0.564386
76149.6,80881.8,86297.8,2086.63,0.569398
172452,129363,85717.1,2262.26,0.576415
129307,110465,91929.1,2055.69,0.606489
123102,116107,86761.9,2191.28,0.608494
88917.6,122043,91290.4,2110.29,0.610499
138057,108880,86100.5,2163.98,0.613506
147742,98751.7,84489.3,2235.87,0.622528
141098,111969,89458.1,2227.68,0.623531
113298,113810,89461.6,2268.63,0.630548
139905,171493,98172.3,2224.95,0.638568
118220,115674,92921.3,2126.67,0.642577
130320,96670.1,84835.9,2315.04,0.644582
138318,105831,87875.2,2262.26,0.661624
145458,184043,108153,2239.51,0.689693
126963,104070,88046.6,2203.11,0.691698
112478,112638,89404.7,2133.95,0.69671
178864,225948,107795,4959.5,0.710745
149467,149352,100610,2354.17,0.717762
124264,104995,85936.7,2104.83,0.719767
91496.3,80999.7,83168.5,2074.8,0.720769
136673,81301,77793.3,2202.2,0.742824
116057,96240.2,82246,2283.19,0.763875
196039,182888,100925,4002.18,0.76588
184726,173219,90574.4,2323.23,0.7739
151332,121707,93711.9,2336.88,0.779915
105280,76832.3,83126.1,2178.54,0.780917
109348,134508,87011.4,2468.83,0.785929
137980,164039,107874,2344.16,0.787934
112744,95232.5,83730.1,2103.92,0.799964
126237,99226.5,83723.8,2210.39,0.803974
211819,161343,92166.2,4186,0.804976
96214.9,95059.1,86709.1,2216.76,0.806981
113052,90324.8,85426.2,2185.82,0.808986
138545,133500,88442,2255.89,0.808986
193951,172873,103726,4002.18,0.812996
89207.2,100305,96971,2214.94,0.854097
143932,200533,108951,2265.9,0.861114
135023,155430,102012,2228.59,0.862116
188147,172047,98382.7,4079.53,0.862116
118713,132270,100111,1830.92,0.863119
132539,94363.5,84975.9,2238.6,0.901212
205707,151193,90112.3,2391.48,0.902215
95124.4,145226,88877.4,2252.25,0.90823
172133,120471,87276.4,2235.87,0.914244
145019,83250.7,82751.9,2164.89,0.918254
107434,93788.3,94464.4,2076.62,0.918254
103109,90959.7,83053.1,2166.71,0.948328
165678,185355,99128.5,2303.21,0.948328
174047,144582,92155.3,2852.85,0.958353
86670.4,82195.7,86418,2190.37,0.987424
94716.1,121164,108703,2586.22,0.987424
153459,156300,101775,2295.93,0.990431
131618,157948,97988.3,2549.82,1.00346
90113.2,119612,91025.1,2228.59,1.03354
172668,168182,100405,2343.25,1.04857
125692,125890,93173.7,2261.35,1.04857
140408,118319,85546.1,2271.36,1.04857
163176,125156,85359.6,2147.6,1.05359
103992,90426.8,89747.6,2153.97,1.05559
151680,167858,99170.7,2355.99,1.0586
143731,177226,98233.7,2290.47,1.06161
50713.9,86622.1,92354.8,2281.37,1.07364
132930,115796,85866.5,2214.03,1.07464
113214,141474,95109,2321.41,1.07564
84759.8,104330,94384.2,2116.66,1.10972
153930,137758,89950.7,2319.59,1.11875
119042,143535,96711.3,2257.71,1.12977
69301,99888,99549.3,2154.88,1.18691
161874,111646,81720.2,2211.3,1.19293
91205.2,96647.7,88070,2145.78,1.20095
178149,106135,82592.5,2144.87,1.21097
204807,159240,89182.7,2472.47,1.22701
117146,84648.4,82320.8,2227.68,1.23303
167024,131873,87069.4,2406.95,1.25207
176257,166931,96321.5,2327.78,1.28916
113296,80087.5,83286.3,2235.87,1.29819
122221,105037,88191.2,2370.55,1.30821
106090,135458,99322.1,2216.76,1.30921
141361,124482,90743.6,2194.01,1.31022
121975,80595.5,79443.9,2263.17,1.31322
77657.7,87005.6,79313.4,2715.44,1.31523
109180,98121.8,88653.9,2178.54,1.32325
198447,166231,92482,2270.45,1.32325
112964,107363,90319.3,2062.97,1.32926
155655,154998,95044.8,2298.66,1.33027
120926,117336,90099.8,2240.42,1.33428
188036,150903,88711,2335.06,1.34931
221796,191937,102640,4114.11,1.35633
70739.4,71367.5,82700.8,2228.59,1.37137
67326.5,72035.7,88106.7,2100.28,1.37437
136787,100850,85121,3658.2,1.37538
134760,108642,86523.9,2229.5,1.3854
