"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
195048,168044,94028.9,2369.64,0.212121
146318,138333,91619.8,2822.82,0.229211
114674,136738,106083,3288.74,0.244291
212244,179105,97156.1,3892.98,0.269423
105691,106722,91812,2524.34,0.292545
90427.7,93997.5,90698.2,3215.94,0.301593
109052,153895,105860,2446.08,0.332758
97719.4,99313.6,88582.8,2350.53,0.48456
218280,181685,92652.3,2840.11,0.527788
109832,95484.9,89777.9,2278.64,0.568001
163701,224244,121307,4447.17,0.614245
181191,189252,100151,3131.31,0.629324
220140,193812,97266.1,3329.69,0.641388
175760,154152,94142.1,4385.29,0.64742
198985,215242,99258.5,4601.87,0.649431
194044,224666,106718,3946.67,0.702712
133067,119448,91785.7,2364.18,0.716787
120466,134724,95145,2387.84,0.731866
203758,170638,91291.5,2352.35,0.751972
156501,178909,115221,4048.59,0.762026
152990,135454,96226,3551.73,0.788164
231602,175209,95706.5,4649.19,0.819328
96135.4,125674,99965.4,4628.26,0.925891
94681.3,128549,93375,2226.77,0.937955
90760.7,77922.1,85978.6,2173.08,0.941976
153296,156773,99254.9,4305.21,0.955045
130953,116555,84420.8,2343.25,0.967109
189760,137719,91449.2,3197.74,1.01034
94619.6,130073,95375.7,2270.45,1.01737
160473,200908,107202,3722.81,1.02341
138622,138114,95820.3,2207.66,1.03949
127618,102097,84126.6,3114.93,1.08976
86949.4,127393,104508,3765.58,1.0978
130721,110754,85181.5,3110.38,1.11791
220876,193282,99977.4,4764.76,1.11891
141789,109003,90263.4,3763.76,1.13299
165406,133506,90142.6,2469.74,1.13902
225325,224697,107027,4134.13,1.19934
122998,113019,93916.1,3407.04,1.27674
128467,145760,94393.2,3781.96,1.27775
162763,149304,94087.9,2389.66,1.30288
135731,122776,92917.1,3459.82,1.32399
102262,69241.1,79886.4,2253.16,1.33103
212262,217151,111647,5016.83,1.33807
160733,141190,91892.3,2959.32,1.37225
158685,115658,84234.6,3458.91,1.45971
159908,173580,116412,4416.23,1.48786
164959,136625,91155.4,2559.83,1.53913
126461,123613,94724,2282.28,1.55622
162115,149999,104113,2912.91,1.57231
63496.7,85955.6,95139.1,3281.46,1.59342
129073,167965,96898.6,2805.53,1.62056
180363,168205,98884.1,3725.54,1.66077
215143,192268,101716,4400.76,1.69194
140607,115795,87362.4,2436.98,1.69696
196615,185822,103041,4526.34,1.69696
131995,181040,101012,2659.02,1.72109
102513,123336,90865.8,3254.16,1.82765
156097,135427,95525.2,3559.01,1.94226
145120,140074,95291.4,3358.81,2.01464
173447,145379,87361.8,3589.95,2.05486
152457,148679,92873.4,4227.86,2.17047
126991,140491,102435,3478.93,2.20364
119067,116407,99606.1,2023.84,2.26698
123507,166921,112905,2970.24,2.28407
157984,122817,88701.1,3634.54,2.3293
142246,161503,113611,4152.33,2.3856
206385,183689,105001,4447.17,2.39465
104834,113439,96224.6,3278.73,2.39968
117014,165410,110252,2420.6,2.42581
142160,121854,89472,3237.78,2.44089
164576,180113,106713,4075.89,2.44492
158712,145492,100436,3006.64,2.47809
120111,111700,86014.5,2345.98,2.47809
144622,129022,88046.8,2482.48,2.48211
191903,126990,88142.5,4532.71,2.48915
233587,189291,88821.6,4763.85,2.49418
126999,114085,89281.3,3114.93,2.50725
166662,138683,88450.5,3597.23,2.51629
136853,114041,88146.9,2618.98,2.52635
123353,156059,106543,3808.35,2.54243
171913,129649,87033.1,2286.83,2.65201
124112,70020.5,80140.8,2319.59,2.68619
149797,139863,94900.7,4130.49,2.73545
113717,101055,83831.1,2418.78,2.75154
85625.3,82651.4,82915.8,1990.17,2.81386
116781,159683,112402,3153.15,2.839
103942,79748.9,86468.6,2907.45,2.86413
112181,127574,88805.8,2358.72,2.95561
170181,185329,108849,4123.21,2.95662
119592,98013.9,84616.9,3741.01,3.00286
102952,98658.8,89150.1,4243.33,3.07726
137156,149423,97861.4,4037.67,3.1054
176455,106000,84155,2388.75,3.13054
172162,167135,98968.9,4245.15,3.13657
201551,213960,108488,4106.83,3.19186
131788,133334,96747.7,3071.25,3.22202
158182,121652,91761.5,3877.51,3.23207
130343,149689,95254.8,2611.7,3.30948
126434,117017,86579.8,2176.72,3.30948
107157,82843.1,86548.8,3093.09,3.31652
136280,130577,91038.3,4175.08,3.34165
128995,124756,95355.7,2462.46,3.35975
143279,174631,104358,4682.86,3.37181
176671,135659,87877,3166.8,3.3879
138185,108405,89993,2339.61,3.39694
165949,136425,95753.3,4426.24,3.45123
144820,157305,101603,3591.77,3.45525
198378,216173,100834,4737.46,3.4643
135121,119098,90550,2537.99,3.49044
192426,145084,89343.7,2575.3,3.49144
163860,133822,97823.2,4065.88,3.49245
128838,133296,91827.2,2802.8,3.49647
209944,200291,108129,4536.35,3.49647
191094,149914,98312.4,4337.06,3.49949
167616,181995,107466,3610.88,3.50351
144792,116865,91369.4,3711.89,3.50652
146210,122420,85413.8,2519.79,3.50753
159624,126846,89254.7,3758.3,3.50753
99210.4,89295.5,81438.3,2368.73,3.51557
157607,142128,92362.4,4208.75,3.54573
167338,166284,100513,4477.2,3.57589
122885,144466,93475.5,3236.87,3.58092
217137,175342,106095,4215.12,3.60303
193502,192614,103179,4177.81,3.62314
182192,152202,92461.2,2952.04,3.62515
130781,91339.8,81343.2,2632.63,3.62616
141668,147485,99647.3,2690.87,3.62817
188704,135199,86319.8,2967.51,3.63219
160899,114204,82738.7,2319.59,3.63319
53065.4,53595.6,82133.5,2061.15,3.63822
192186,157053,91480.8,3761.94,3.63822
188306,215611,105611,2554.37,3.65632
112947,95532.2,88285.9,2446.08,3.65933
159708,129212,89868.4,2457.91,3.68748
155406,137934,90167.1,2783.69,3.69854
85405.9,124836,99953.1,3037.58,3.7106
163042,115124,86986.7,2639.91,3.72367
184825,162598,101731,3555.37,3.73071
99291.4,75162.3,84662.6,2377.83,3.74981
114140,119825,100866,2113.93,3.77997
117838,122134,83189.4,3130.4,3.78097
152167,119257,99377.2,1994.72,3.785
185916,138841,91825.4,4288.83,3.78902
188098,120581,84754,3477.11,3.80209
102141,96378.8,96003.8,2460.64,3.8051
85787.9,87643.9,85430.4,2179.45,3.84732
108323,96641,92257.4,2251.34,3.9177
139066,108334,84610.9,3012.1,3.93177
127170,144716,96273.8,2644.46,3.94283
172803,152194,94165.3,4486.3,3.96394
157118,174857,101223,4438.98,3.96897
162163,166092,101488,4550,3.97299
136914,111128,85990.5,2186.73,3.98606
122188,166850,112945,3320.59,3.99712
79827.4,74677.6,84232.4,2215.85,4.00516
153034,119153,81886.1,2295.02,4.01622
126154,150774,101916,2851.03,4.01622
163880,165547,99526.4,2366.91,4.04939
102001,90294.9,80763.8,2266.81,4.0504
102973,119444,87959,2233.14,4.08558
131632,125650,93154,3245.06,4.10871
95889.8,146320,102922,3849.3,4.13786
70298.5,65776.7,79104.9,3422.51,4.14087
154548,163022,100858,4000.36,4.14691
140393,119202,95358.2,4204.2,4.14691
126051,111506,86752.8,2956.59,4.18611
158503,127619,92385.4,2719.08,4.21125
168337,91565.6,82732.6,2878.33,4.22331
153513,130403,91690.3,3842.02,4.23437
158309,166211,108193,2347.8,4.2394
144050,153206,94491.1,2793.7,4.24141
173028,157279,105028,3781.96,4.2585
212377,165330,91240.5,3157.7,4.27157
145090,118682,86680.5,2385.11,4.28363
124868,142357,92164,2512.51,4.28664
135929,119869,102659,4039.49,4.31178
133261,114709,86742.1,3808.35,4.31278
92810.5,85680.1,82476,2204.02,4.31479
156696,120307,93448.4,2992.08,4.32384
162250,209290,99591.6,4358.9,4.32786
163116,122980,87846.3,2408.77,4.32987
167029,115062,83720.5,3390.66,4.33088
173975,161149,94336.7,2635.36,4.33088
216316,146585,90428.1,4064.06,4.33591
173956,130312,90898.6,3363.36,4.34696
194225,128705,85593.4,2316.86,4.34998
127423,86933.4,83151.1,2778.23,4.40025
176687,167482,94102.6,4354.35,4.45554
196572,158850,90353.6,3187.73,4.46459
145261,135059,88283.8,2451.54,4.51686
125071,109869,87983.1,2315.95,4.543
147895,113872,85450.2,2389.66,4.55707
197993,130548,85267.9,3134.95,4.57316
113782,112528,90559.7,2703.61,4.57718
164804,213260,105430,4378.92,4.64655
153220,157273,97968.9,4082.26,4.64856
84120.8,103325,95687.4,2394.21,4.66263
193652,140767,91400.4,2598.05,4.66464
110816,112923,90967,2342.34,4.68274
144421,138095,94946.6,2627.17,4.68575
170142,134572,93517.1,3836.56,4.68676
155966,145086,97513.9,4227.86,4.68877
144707,94136.1,84433.5,2561.65,4.6948
145721,109233,85823.3,2549.82,4.71189
152225,127728,88520.6,2130.31,4.71491
176892,166621,100032,3609.97,4.71792
123469,80105.8,80267.5,2222.22,4.72295
217264,142029,88433.7,4266.08,4.72898
151766,201855,109981,4567.29,4.73903
131505,175450,95636,3496.22,4.74105
129855,107036,89955.2,4348.89,4.75814
122207,115094,89038.8,3124.03,4.77422
133602,116562,93065.5,2589.86,4.77724
128585,141995,89332.5,2242.24,4.79232
140273,120134,86557.7,2260.44,4.79433
134647,116604,86659.1,2786.42,4.81544
138962,131450,90335.7,2289.56,4.81644
196094,162612,104029,4013.1,4.82449
110448,171884,109217,4232.41,4.82449
185892,159039,98784.6,3726.45,4.82851
142384,136640,90387.8,3235.05,4.87174
140361,122526,89801.6,3177.72,4.89888
151699,157687,101748,4025.84,4.90391
143624,113900,91152.3,3811.08,4.90491
110996,142354,102094,2838.29,4.91396
150795,190385,114758,3832.01,4.91597
163705,123492,83121.4,2512.51,4.91899
121168,136033,95619.1,2250.43,4.922
116619,96133.1,85801.9,2412.41,4.922
129511,78628.4,80062.6,2313.22,4.93507
118662,83029.9,81557.7,2285.92,4.94211
129011,188881,110638,2960.23,4.94512
147629,115993,86483,2774.59,4.94713
151517,122185,91264.2,2246.79,4.95819
155202,114847,86986.8,3251.43,4.96121
187997,178936,97545.9,4598.23,4.96523
188000,153373,94302,3998.54,4.97428
236836,162019,91741.7,2686.32,4.98835
108115,102335,85855.7,2366.91,5.00142
123755,151728,108160,3100.37,5.01348
155710,118191,88897,4024.02,5.02756
109305,71994.2,84736.5,3098.55,5.0356
159146,132329,98828.3,3834.74,5.04163
123081,108155,88985.3,2394.21,5.04465
132957,94888.1,88129.4,2483.39,5.05571
159857,118671,85093.6,2136.68,5.08084
165081,154026,93307.4,3306.94,5.09592
152521,103901,87215.5,2659.02,5.10095
151924,148834,94071.4,3294.2,5.10899
134825,164480,106214,4482.66,5.11402
185585,113299,88015.6,3848.39,5.13111
199060,145235,92355.2,3697.33,5.13211
152037,171803,98873.8,3212.3,5.13312
156429,161073,103794,4382.56,5.13513
148033,122393,89484.1,2295.93,5.13714
153456,179067,110276,4117.75,5.14619
172946,188671,106227,4143.23,5.15021
126920,132706,93711,3789.24,5.16428
139171,138723,95883,2292.29,5.16931
163763,146226,91732.1,3653.65,5.19344
167370,150271,95344.6,4206.93,5.21354
113405,142639,103091,3377.92,5.21957
163801,148982,89311.1,2396.03,5.22058
119599,134577,98960.3,4040.4,5.22259
97607.3,137849,97096.6,2659.02,5.24772
126845,89539.6,82196.2,2952.04,5.25375
119771,120169,98602.7,3529.89,5.2628
143681,112907,85910.2,2893.8,5.27989
193753,137736,93252.6,3455.27,5.30301
121529,96679.2,85532.2,2260.44,5.30603
106563,116074,82523.5,2489.76,5.31508
155003,111042,83793.6,4499.04,5.32413
122326,84910.7,84752.9,3111.29,5.33016
152154,122526,91275.6,3424.33,5.34926
173520,210246,96299.4,4001.27,5.35931
150455,148958,95819.5,2872.87,5.36032
174855,176915,99513.1,2912,5.36534
139484,137230,97562.3,3443.44,5.37138
191894,142173,93533.8,4478.11,5.38243
225759,191628,100759,4475.38,5.38444
151787,124363,91331.7,2870.14,5.39751
140978,155636,100230,4703.79,5.40958
200136,200490,99028.5,2429.7,5.41762
138033,158731,98884.8,2288.65,5.42365
147573,135606,90760.5,2417.87,5.42566
172032,121486,88459.7,2588.04,5.42566
120025,113911,90379.6,2405.13,5.47593
107114,108163,90923.5,2400.58,5.47894
191834,148717,93117.3,4327.96,5.48296
150795,186904,114051,4444.44,5.48799
174106,121494,86958.9,4209.66,5.49402
163386,175637,98197.8,3812.9,5.5081
150697,121955,89804.9,3728.27,5.55133
226632,196210,103408,2467.92,5.55233
143727,109638,84509.3,2978.43,5.55836
170275,174488,105451,3458,5.57646
174343,153690,95604.7,4251.52,5.57947
119964,92914.4,83608.9,2132.13,5.5845
134336,170866,104681,2237.69,5.59154
155303,155652,104322,3663.66,5.63175
124586,128326,89456.6,2413.32,5.65186
160858,140929,87935.2,2468.83,5.65789
114446,100118,82177.9,2354.17,5.679
123485,104846,87615.1,2269.54,5.75842
146807,90656.8,82515.5,2931.11,5.79964
137214,103032,85285.5,3220.49,5.83281
151889,115308,83468.4,2366.91,5.83583
173733,120760,88093.3,4064.97,5.83884
100838,169822,112189,4388.93,5.84186
130277,123582,93867.4,3215.94,5.86197
178980,146511,101688,4346.16,5.9052
128507,142469,89671.1,2409.68,5.92329
102966,142472,103631,2865.59,5.93837
150357,147433,97206.8,4338.88,5.97758
194830,204487,107306,3381.56,5.99467
121090,84204.3,80827.5,2344.16,5.99969
202650,192608,108065,3882.97,6.0389
144010,165195,101324,4126.85,6.04192
99333.3,94947,84989.9,2194.92,6.04493
178183,152452,96403.7,4384.38,6.04594
