"FSC-A","SSC-A","SSC-W","mCherry-A","Time"
166211,169945,94113.7,2767.31,0.201303
176626,128335,88643,2468.83,0.203306
175955,177509,100920,2996.63,0.212319
129101,143981,96669.7,2382.38,0.221333
184853,151180,96096.1,2404.22,0.227342
149748,130751,93250.5,2320.5,0.231348
192007,166272,91341.2,2385.11,0.244368
148913,125108,86395.5,2459.73,0.257387
147771,167394,101749,2725.45,0.25939
111715,148909,104928,2648.1,0.263396
109368,109431,93266.6,2153.06,0.265399
171136,188244,100197,2612.61,0.280422
174487,183238,109726,2546.18,0.287432
161479,160104,98936,2286.83,0.290437
143677,135034,91645.4,2637.18,0.295444
218505,148332,90690.1,2841.02,0.304458
158917,141523,96198.4,2167.62,0.309465
130873,131381,92061.7,2918.37,0.314473
160633,136936,86836.8,2491.58,0.320482
123857,158485,98870.9,2395.12,0.322485
194544,167324,92984.3,3255.07,0.3325
79666.3,98165.8,87169.8,2235.87,0.333502
155988,133503,88945.9,2540.72,0.344518
174411,125983,84899.1,2697.24,0.363547
133787,142832,93608.4,2636.27,0.367553
126321,135301,88963.4,2468.83,0.380572
177367,161078,94145.3,2487.03,0.39259
154003,150410,93056.4,4179.63,0.397598
171841,166965,93565.8,2481.57,0.403607
140793,115275,87119.2,2298.66,0.412621
162145,141716,93708,3346.07,0.419631
154003,101610,82424.2,2377.83,0.431649
168881,153351,95707,2731.82,0.448675
216696,175399,93632.2,2774.59,0.452681
238960,193865,106334,2885.61,0.455685
105937,115073,90595.2,2252.25,0.469706
122618,166671,100979,2436.98,0.474714
195151,158364,90386.5,2312.31,0.475715
146261,130348,88650.1,2381.47,0.481725
117607,116588,85022.8,2424.24,0.49875
169659,186521,100067,2581.67,0.503758
101703,116750,98283.2,2664.48,0.508765
201353,183476,101857,4110.47,0.529797
140609,105189,87180.1,2426.06,0.555836
102637,95966.3,90327.7,2370.55,0.559842
119881,112884,88101.6,2339.61,0.567854
130641,109358,86009.4,2317.77,0.585881
163962,210322,110740,3013.01,0.594895
182055,195550,100670,3153.15,0.606913
159870,201112,102096,3684.59,0.610919
162151,112191,87079.5,2254.07,0.613923
112972,118932,93660.7,2393.3,0.630949
178027,135355,87642.1,2666.3,0.634955
142406,138240,95607.6,2357.81,0.634955
171124,162256,100476,2768.22,0.636958
124425,114247,85928.5,2198.56,0.642967
172140,117125,89830,2146.69,0.656988
130800,128662,86932.9,2591.68,0.714074
166152,148065,92525.5,2605.33,0.733103
169956,148289,89898.8,2474.29,0.744119
152421,196065,106381,3050.32,0.759142
175954,162560,96673.1,2750.02,0.766152
182737,171177,95553.2,2894.71,0.776167
236438,156057,94744,2644.46,0.792191
141649,117312,84794.8,2284.1,0.80421
139901,153762,97893.7,2366,0.81122
94503.1,151935,84916.3,2343.25,0.825241
125548,121234,92176.9,2373.28,0.850279
136136,174916,95478.1,3112.2,0.860294
180751,167335,92100,2436.07,0.874315
122831,65795.8,78168.2,2224.04,0.880324
175663,124001,88711.9,2516.15,0.891341
172073,144753,88898.4,2419.69,0.895347
181433,126758,89087,2573.48,0.896348
179833,143143,91364.7,2649.92,0.899353
148261,149312,93195.2,2507.96,0.905362
132411,137068,85179.7,2380.56,0.91738
206763,174677,93512.5,2552.55,0.91738
206719,212107,105118,2808.26,0.934405
104400,155411,104450,2288.65,0.942417
123458,107497,86745.5,2298.66,0.985482
157360,193699,105457,2523.43,0.986484
154636,134991,89129.2,2567.11,0.998502
183580,172565,98113.4,3089.45,1.00852
166943,130474,88004.3,2368.73,1.01653
164244,147493,92326.6,2401.49,1.02755
120499,120562,97231,2496.13,1.02755
140862,111803,87409.1,2240.42,1.05659
114189,94053.9,92547.2,3034.85,1.0606
149402,123917,84444.1,2406.04,1.0616
154705,139090,90361.4,2414.23,1.0646
109776,106909,88726.6,2322.32,1.06861
217606,184745,97993,3006.64,1.08163
167133,149558,94149.3,2714.53,1.09264
149752,133964,91759.9,2322.32,1.09364
167965,148792,95729.6,2435.16,1.10366
125146,124496,99371,2517.97,1.10666
189483,159674,91215.9,2517.97,1.10967
165958,138595,91808.3,2338.7,1.12669
186207,155593,95292.1,2787.33,1.14272
208045,212549,106011,2752.75,1.14973
132600,126571,87107.1,2195.83,1.17076
160530,135948,88163.1,2506.14,1.18478
173117,155495,91323.4,3009.37,1.19279
113123,123096,91262,2164.89,1.20381
130499,144825,93329.7,2810.99,1.22785
111790,124937,97782.8,2241.33,1.23386
50793.4,55103.7,82437.9,2521.61,1.24087
121310,154131,94493.2,2355.99,1.24988
226467,196955,100452,3190.46,1.25689
145461,126051,88718.1,2547.09,1.31898
149110,128597,91444.7,2322.32,1.32599
68863.6,87728.5,88492.8,2436.07,1.34302
225931,165045,89633,4037.67,1.34302
127290,138181,97091.5,2485.21,1.34703
155645,109289,83756.9,2291.38,1.35504
179474,152224,93285.9,2608.06,1.36205
202468,189608,95123.2,3046.68,1.36405
182786,151591,91405.5,2617.16,1.36706
166582,164562,95124.7,2971.15,1.37106
167257,165600,101381,2822.82,1.37307
169415,188705,101941,3164.98,1.39009
164124,142531,90438.2,2523.43,1.42414
190554,136376,87480,2617.16,1.44217
166983,149958,90651.6,2480.66,1.45419
143510,119186,84127,2428.79,1.45719
142882,159487,98513.1,2465.19,1.4642
204261,210726,102335,3426.15,1.4652
223394,144937,90128.9,2421.51,1.54332
175141,189438,106711,2824.64,1.54633
254026,188131,92276,2941.12,1.56235
128062,111999,87851.5,2221.31,1.58338
180386,132696,91936.7,2427.88,1.58639
227872,215227,101808,4201.47,1.60742
119254,97754.9,84646.4,2256.8,1.64147
202376,203824,96130.4,2887.43,1.64948
192318,126177,88683.1,2396.94,1.65148
224119,159852,94038.5,2947.49,1.65148
157279,123292,89334.1,2455.18,1.69655
119649,80802.2,82691,2032.03,1.70056
163644,143704,92376.3,2417.87,1.71057
123223,162431,105095,2572.57,1.7316
204003,202974,100327,2823.73,1.73761
156161,174374,103590,2922.01,1.75264
130948,112149,86713.9,2334.15,1.76566
107434,163482,107329,2725.45,1.77267
186613,150683,91005.4,2538.9,1.77567
129711,110917,87099.5,2443.35,1.80071
191753,228946,110016,2680.86,1.80171
125600,161081,108635,2386.93,1.82274
145513,117283,85892.6,2254.98,1.84578
126814,95943,82532.3,2467.92,1.85078
191758,183612,93119.5,2854.67,1.85379
168561,161240,103955,2686.32,1.86681
197250,178070,96326,2679.04,1.86881
127999,115648,90691.8,1804.53,1.88584
162150,128048,92323.8,2073.89,1.89285
158055,135420,91063,2417.87,1.89886
168014,142108,90494.6,2559.83,1.90386
202043,198505,102325,2911.09,1.90687
141744,128179,87408.2,2223.13,1.91087
213034,215048,95830.4,3176.81,1.92189
135119,129296,87432.5,2614.43,1.9259
140983,142731,99321.7,2416.96,1.93791
163895,144894,89066,2406.95,1.93791
184758,176649,103808,2702.7,1.94092
159731,137107,90767.5,2572.57,1.94292
161218,154356,91385.9,2380.56,1.94392
200997,176994,95737.8,2802.8,1.94993
206950,157018,91224.6,2633.54,1.95494
233311,183728,95401.4,3318.77,1.96496
111826,87054.5,83183.3,2249.52,1.97096
118576,101350,82677,2139.41,2.00201
188763,153015,95890.8,2466.1,2.01002
